Bestandskonto,Bewertungsklasse,Einzelpostenanzeige moeglich,Erfolgskontentyp,Geschaeftsbereich,Gruppenkennzeichen,KZ EKBE,Kennzeichen: Posten nicht kopierbar ?,Kostenstelle,Kreditkontr_Bereich,Laufende Kontierung,PartnerPrctr,Profitcenter,Rechnungsbezug,Soll/Haben-Kennz_,Sperrgrund Menge,Steuerkennzeichen,Bewertungskreis,Steuerstandort,Umsatzwirksam,Verwaltung offener Posten,Werk,Zahlungsbedingung,Zahlungssperre,Alternative Kontonummer,Basismengeneinheit,BestPreisMngEinheit,Bestandsbuchung,Bestellmengeneinheit,Buchungsschluessel,Buchungszeilen-Id,ErfassungsMngEinh,Hauptbuchkonto,Kontoart,Kostenart,Kreditor,Material,Preissteuerung,Sachkonto,Vorgang,Vorgangsart GL,Wertestring,Betrag Hauswaehr,Betrag,Betrag_5,Gesamtbestand,Gesamtwert,Kreditkontr_betrag,Menge in BPME,Menge in ErfassME,Menge,Skontobasis,Label,Belegnummer,Position,Transaktionsart,Erfassungsuhrzeit
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1.0,R,160000.0,,,,,31,,,160000,K,,V01,,,160000.0,KBS,RMRP,,141300.0,,0.0,,,0.0,0,0,0,141300.0,NonFraud,5100000000,1,Kreditorische Rechnung,11:17:41
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,KG,KG,0.0,KG,86,W,KG,191100,S,,,AA-R01,V,,WRX,RMRP,RE01,7280.0,7280.0,0.0,4000.0,7280.0,0.0,4000,4000,4000,0.0,NonFraud,5100000000,2,Sachkontenbuchung,11:17:41
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,KG,KG,0.0,KG,86,W,KG,191100,S,,,AA-R02,V,,WRX,RMRP,RE01,64000.0,64000.0,0.0,16000.0,64000.0,0.0,16000,16000,16000,0.0,NonFraud,5100000000,3,Sachkontenbuchung,11:17:41
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,KG,KG,0.0,KG,86,W,KG,191100,S,,,AA-R03,V,,WRX,RMRP,RE01,16080.0,16080.0,0.0,4000.0,16080.0,0.0,4000,4000,4000,0.0,NonFraud,5100000000,4,Sachkontenbuchung,11:17:41
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,KG,KG,0.0,KG,86,W,KG,191100,S,,,AA-R04,V,,WRX,RMRP,RE01,4280.0,4280.0,0.0,4000.0,4280.0,0.0,4000,4000,4000,0.0,NonFraud,5100000000,5,Sachkontenbuchung,11:17:41
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,KG,KG,0.0,KG,86,W,KG,191100,S,,,AA-R05,V,,WRX,RMRP,RE01,25740.0,25740.0,0.0,26000.0,25740.0,0.0,26000,26000,26000,0.0,NonFraud,5100000000,6,Sachkontenbuchung,11:17:41
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,KG,KG,0.0,KG,86,W,KG,191100,S,,,AA-R06,V,,WRX,RMRP,RE01,23920.0,23920.0,0.0,26000.0,23920.0,0.0,26000,26000,26000,0.0,NonFraud,5100000000,7,Sachkontenbuchung,11:17:41
X,3000.0,,,,0,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0.0,ST,89,M,ST,300000,M,,V02,AA-P01,V,,BSX,RMWE,WE01,22400.0,22400.0,0.0,80000.0,22400.0,0.0,80000,80000,80000,0.0,NonFraud,5000000001,1,Materialzugang,11:17:42
X,3000.0,X,,,0,X,X,,,0.0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100.0,ST,ST,0.0,ST,96,W,ST,191100,S,,V02,AA-P01,V,,WRX,RMWE,WE01,22400.0,22400.0,0.0,80000.0,22400.0,0.0,80000,80000,80000,0.0,NonFraud,5000000001,2,Sachkontenbuchung,11:17:42
X,3000.0,,,,0,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0.0,ST,89,M,ST,300000,M,,V02,AA-P02,V,,BSX,RMWE,WE01,9600.0,9600.0,0.0,80000.0,9600.0,0.0,80000,80000,80000,0.0,NonFraud,5000000001,3,Materialzugang,11:17:42
X,3000.0,X,,,0,X,X,,,0.0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100.0,ST,ST,0.0,ST,96,W,ST,191100,S,,V02,AA-P02,V,,WRX,RMWE,WE01,9600.0,9600.0,0.0,80000.0,9600.0,0.0,80000,80000,80000,0.0,NonFraud,5000000001,4,Sachkontenbuchung,11:17:42
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1.0,R,160000.0,,,,,31,,,160000,K,,V02,,,160000.0,KBS,RMRP,,32000.0,,0.0,,,0.0,0,0,0,32000.0,NonFraud,5100000001,1,Kreditorische Rechnung,11:17:43
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,ST,ST,0.0,ST,86,W,ST,191100,S,,,AA-P01,V,,WRX,RMRP,RE01,22400.0,22400.0,0.0,80000.0,22400.0,0.0,80000,80000,80000,0.0,NonFraud,5100000001,2,Sachkontenbuchung,11:17:43
X,3000.0,X,,,1,X,X,,,0.0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100.0,ST,ST,0.0,ST,86,W,ST,191100,S,,,AA-P02,V,,WRX,RMRP,RE01,9600.0,9600.0,0.0,80000.0,9600.0,0.0,80000,80000,80000,0.0,NonFraud,5100000001,3,Sachkontenbuchung,11:17:43
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000.0,ST,,,,89,M,ST,792000,M,,,AA-F12,S,,BSX,RMRU,WF01,54240.0,,54240.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000000,1,Materialzugang,11:19:38
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000.0,ST,,,,91,S,ST,895000,S,895000.0,,AA-F12,S,,GBB,RMRU,WF01,54240.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000000,2,Sachkontenbuchung,11:19:38
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,6720.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000001,1,Materialabgang,11:19:39
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,ST,,,,81,S,ST,400000,S,400000.0,,AA-P01,V,,GBB,RMRU,WA01,6720.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000001,2,Sachkontenbuchung,11:19:39
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,2880.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000001,3,Materialabgang,11:19:39
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,ST,,,,81,S,ST,400000,S,400000.0,,AA-P02,V,,GBB,RMRU,WA01,2880.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000001,4,Sachkontenbuchung,11:19:39
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,28800.0,,0.0,,,0.0,0,7200,7200,0.0,NonFraud,4900000001,5,Materialabgang,11:19:39
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R02,V,,GBB,RMRU,WA01,28800.0,,0.0,,,0.0,0,7200,7200,0.0,NonFraud,4900000001,6,Sachkontenbuchung,11:19:39
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,8316.0,,0.0,,,0.0,0,8400,8400,0.0,NonFraud,4900000001,7,Materialabgang,11:19:39
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R05,V,,GBB,RMRU,WA01,8316.0,,0.0,,,0.0,0,8400,8400,0.0,NonFraud,4900000001,8,Sachkontenbuchung,11:19:39
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,7728.0,,0.0,,,0.0,0,8400,8400,0.0,NonFraud,4900000001,9,Materialabgang,11:19:39
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R06,V,,GBB,RMRU,WA01,7728.0,,0.0,,,0.0,0,8400,8400,0.0,NonFraud,4900000001,10,Sachkontenbuchung,11:19:39
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000.0,ST,,,,89,M,ST,792000,M,,,AA-F12,S,,BSX,RMRU,WF01,36160.0,,36160.0,,,0.0,0,16000,16000,0.0,NonFraud,4900000002,1,Materialzugang,11:21:35
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000.0,ST,,,,91,S,ST,895000,S,895000.0,,AA-F12,S,,GBB,RMRU,WF01,36160.0,,0.0,,,0.0,0,16000,16000,0.0,NonFraud,4900000002,2,Sachkontenbuchung,11:21:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,4480.0,,0.0,,,0.0,0,16000,16000,0.0,NonFraud,4900000003,1,Materialabgang,11:21:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,ST,,,,81,S,ST,400000,S,400000.0,,AA-P01,V,,GBB,RMRU,WA01,4480.0,,0.0,,,0.0,0,16000,16000,0.0,NonFraud,4900000003,2,Sachkontenbuchung,11:21:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,1920.0,,0.0,,,0.0,0,16000,16000,0.0,NonFraud,4900000003,3,Materialabgang,11:21:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,ST,,,,81,S,ST,400000,S,400000.0,,AA-P02,V,,GBB,RMRU,WA01,1920.0,,0.0,,,0.0,0,16000,16000,0.0,NonFraud,4900000003,4,Sachkontenbuchung,11:21:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,19200.0,,0.0,,,0.0,0,4800,4800,0.0,NonFraud,4900000003,5,Materialabgang,11:21:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R02,V,,GBB,RMRU,WA01,19200.0,,0.0,,,0.0,0,4800,4800,0.0,NonFraud,4900000003,6,Sachkontenbuchung,11:21:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,5544.0,,0.0,,,0.0,0,5600,5600,0.0,NonFraud,4900000003,7,Materialabgang,11:21:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R05,V,,GBB,RMRU,WA01,5544.0,,0.0,,,0.0,0,5600,5600,0.0,NonFraud,4900000003,8,Sachkontenbuchung,11:21:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,5152.0,,0.0,,,0.0,0,5600,5600,0.0,NonFraud,4900000003,9,Materialabgang,11:21:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R06,V,,GBB,RMRU,WA01,5152.0,,0.0,,,0.0,0,5600,5600,0.0,NonFraud,4900000003,10,Sachkontenbuchung,11:21:35
,,X,X,1.0,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,472000,S,472000.0,,,,,,RFBU,,3000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000005,1,Sachkontenbuchung,11:21:36
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300.0,,,,,50,,,113300,S,,,,,,,RFBU,,3000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000005,2,Sachkontenbuchung,11:21:36
,,,X,1.0,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211120,S,211120.0,,,,,,RFBU,,1250.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000006,1,Sachkontenbuchung,11:23:34
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,2010,S,,,,,,,RFBU,,1250.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000006,2,Sachkontenbuchung,11:23:34
,,,X,1.0,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211130,S,211130.0,,,,,,RFBU,,50000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000007,1,Sachkontenbuchung,11:23:34
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,11010,S,,,,,,,RFBU,,50000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000007,2,Sachkontenbuchung,11:23:34
,,X,X,1.0,0,,,AA,,,,AA,,S,,,,,,,,,,500000.0,,,,,40,,,500000,S,500000.0,,,,,,RFBU,,20000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000008,1,Sachkontenbuchung,11:23:34
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300.0,,,,,50,,,113300,S,,,,,,,RFBU,,20000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000008,2,Sachkontenbuchung,11:23:34
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000.0,ST,,,,89,M,ST,792000,M,,,AA-F16,S,,BSX,RMRU,WF01,49440.0,,49440.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000004,1,Materialzugang,11:23:34
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000.0,ST,,,,91,S,ST,895000,S,895000.0,,AA-F16,S,,GBB,RMRU,WF01,49440.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000004,2,Sachkontenbuchung,11:23:34
,,X,X,1.0,0,,,AA,,,,AA,,S,,,,,,,,,,510000.0,,,,,40,,,510000,S,510000.0,,,,,,RFBU,,15000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000009,1,Sachkontenbuchung,11:23:35
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300.0,,,,,50,,,113300,S,,,,,,,RFBU,,15000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000009,2,Sachkontenbuchung,11:23:35
,,X,X,1.0,0,,,AA,,,,AA,,S,,,,,,,,,,520000.0,,,,,40,,,520000,S,520000.0,,,,,,RFBU,,40000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000010,1,Sachkontenbuchung,11:23:35
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300.0,,,,,50,,,113300,S,,,,,,,RFBU,,40000.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000010,2,Sachkontenbuchung,11:23:35
,,X,X,1.0,0,,,AA,,,,AA,,S,,,,,,,,,,478100.0,,,,,40,,,478100,S,478100.0,,,,,,RFBU,,500.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000011,1,Sachkontenbuchung,11:23:35
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300.0,,,,,50,,,113300,S,,,,,,,RFBU,,500.0,,0.0,,,0.0,0,0,0,0.0,NonFraud,100000011,2,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,6720.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000005,1,Materialabgang,11:23:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,ST,,,,81,S,ST,400000,S,400000.0,,AA-P01,V,,GBB,RMRU,WA01,6720.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000005,2,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,2880.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000005,3,Materialabgang,11:23:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,ST,,,,81,S,ST,400000,S,400000.0,,AA-P02,V,,GBB,RMRU,WA01,2880.0,,0.0,,,0.0,0,24000,24000,0.0,NonFraud,4900000005,4,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R01,V,,BSX,RMRU,WA01,4368.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,5,Materialabgang,11:23:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R01,V,,GBB,RMRU,WA01,4368.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,6,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,9600.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,7,Materialabgang,11:23:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R02,V,,GBB,RMRU,WA01,9600.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,8,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R03,V,,BSX,RMRU,WA01,9648.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,9,Materialabgang,11:23:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R03,V,,GBB,RMRU,WA01,9648.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,10,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R04,V,,BSX,RMRU,WA01,2568.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,11,Materialabgang,11:23:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R04,V,,GBB,RMRU,WA01,2568.0,,0.0,,,0.0,0,2400,2400,0.0,NonFraud,4900000005,12,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,7128.0,,0.0,,,0.0,0,7200,7200,0.0,NonFraud,4900000005,13,Materialabgang,11:23:35
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000.0,KG,,,,81,S,KG,400000,S,400000.0,,AA-R05,V,,GBB,RMRU,WA01,7128.0,,0.0,,,0.0,0,7200,7200,0.0,NonFraud,4900000005,14,Sachkontenbuchung,11:23:35
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,6624.0,,0.0,,,0.0,0,7200,7200,0.0,NonFraud,4900000005,15,Materialabgang,11:23:35
