Bestandskonto,Bewertungsklasse,Einzelpostenanzeige moeglich,Erfolgskontentyp,Geschaeftsbereich,Gruppenkennzeichen,KZ EKBE,Kennzeichen: Posten nicht kopierbar ?,Kostenstelle,Kreditkontr_Bereich,Laufende Kontierung,PartnerPrctr,Profitcenter,Rechnungsbezug,Soll/Haben-Kennz_,Sperrgrund Menge,Steuerkennzeichen,Bewertungskreis,Steuerstandort,Umsatzwirksam,Verwaltung offener Posten,Werk,Zahlungsbedingung,Zahlungssperre,Alternative Kontonummer,Basismengeneinheit,BestPreisMngEinheit,Bestandsbuchung,Bestellmengeneinheit,Buchungsschluessel,Buchungszeilen-Id,ErfassungsMngEinh,Hauptbuchkonto,Kontoart,Kostenart,Kreditor,Material,Preissteuerung,Sachkonto,Vorgang,Vorgangsart GL,Wertestring,Betrag Hauswaehr,Betrag,Betrag_5,Gesamtbestand,Gesamtwert,Kreditkontr_betrag,Menge in BPME,Menge in ErfassME,Menge,Skontobasis,Label,Belegnummer,Position,Transaktionsart,Erfassungsuhrzeit
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P04,V,,WRX,RMWE,WE01,11520,11520,0,128000,11520,0,128000,128000,128000,0,NonFraud,5000000001,8,Sachkontenbuchung,09:33:25
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V02,,,160000,KBS,RMRP,,76800,,0,,,0,0,0,0,76800,NonFraud,5100000001,1,Kreditorische Rechnung,09:33:27
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P01,V,,WRX,RMRP,RE01,26880,26880,0,96000,26880,0,96000,96000,96000,0,NonFraud,5100000001,2,Sachkontenbuchung,09:33:27
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P02,V,,WRX,RMRP,RE01,11520,11520,0,96000,11520,0,96000,96000,96000,0,NonFraud,5100000001,3,Sachkontenbuchung,09:33:27
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P03,V,,WRX,RMRP,RE01,26880,26880,0,128000,26880,0,128000,128000,128000,0,NonFraud,5100000001,4,Sachkontenbuchung,09:33:27
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P04,V,,WRX,RMRP,RE01,11520,11520,0,128000,11520,0,128000,128000,128000,0,NonFraud,5100000001,5,Sachkontenbuchung,09:33:27
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F04,S,,BSX,RMRU,WF01,18960,,18960,,,0,0,24000,24000,0,NonFraud,4900000000,1,Materialzugang,09:34:31
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F04,S,,GBB,RMRU,WF01,18960,,0,,,0,0,24000,24000,0,NonFraud,4900000000,2,Sachkontenbuchung,09:34:31
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P03,V,,BSX,RMRU,WA01,5040,,0,,,0,0,24000,24000,0,NonFraud,4900000001,1,Materialabgang,09:34:37
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P03,V,,GBB,RMRU,WA01,5040,,0,,,0,0,24000,24000,0,NonFraud,4900000001,2,Sachkontenbuchung,09:34:37
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P04,V,,BSX,RMRU,WA01,2160,,0,,,0,0,24000,24000,0,NonFraud,4900000001,3,Materialabgang,09:34:37
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P04,V,,GBB,RMRU,WA01,2160,,0,,,0,0,24000,24000,0,NonFraud,4900000001,4,Sachkontenbuchung,09:34:37
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R04,V,,BSX,RMRU,WA01,3852,,0,,,0,0,3600,3600,0,NonFraud,4900000001,5,Materialabgang,09:34:37
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R04,V,,GBB,RMRU,WA01,3852,,0,,,0,0,3600,3600,0,NonFraud,4900000001,6,Sachkontenbuchung,09:34:37
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,4158,,0,,,0,0,4200,4200,0,NonFraud,4900000001,7,Materialabgang,09:34:37
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,4158,,0,,,0,0,4200,4200,0,NonFraud,4900000001,8,Sachkontenbuchung,09:34:37
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,3864,,0,,,0,0,4200,4200,0,NonFraud,4900000001,9,Materialabgang,09:34:37
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,3864,,0,,,0,0,4200,4200,0,NonFraud,4900000001,10,Sachkontenbuchung,09:34:37
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F04,S,,BSX,RMRU,WF01,6320,,6320,,,0,0,8000,8000,0,NonFraud,4900000002,1,Materialzugang,09:35:15
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F04,S,,GBB,RMRU,WF01,6320,,0,,,0,0,8000,8000,0,NonFraud,4900000002,2,Sachkontenbuchung,09:35:15
,,,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211120,S,211120,,,,,,RFBU,,1250,,0,,,0,0,0,0,0,NonFraud,100000005,1,Sachkontenbuchung,09:35:17
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,2010,S,,,,,,,RFBU,,1250,,0,,,0,0,0,0,0,NonFraud,100000005,2,Sachkontenbuchung,09:35:17
,,,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211130,S,211130,,,,,,RFBU,,50000,,0,,,0,0,0,0,0,NonFraud,100000006,1,Sachkontenbuchung,09:35:17
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,11010,S,,,,,,,RFBU,,50000,,0,,,0,0,0,0,0,NonFraud,100000006,2,Sachkontenbuchung,09:35:17
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P03,V,,BSX,RMRU,WA01,1680,,0,,,0,0,8000,8000,0,NonFraud,4900000003,1,Materialabgang,09:35:17
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P03,V,,GBB,RMRU,WA01,1680,,0,,,0,0,8000,8000,0,NonFraud,4900000003,2,Sachkontenbuchung,09:35:17
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P04,V,,BSX,RMRU,WA01,720,,0,,,0,0,8000,8000,0,NonFraud,4900000003,3,Materialabgang,09:35:17
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P04,V,,GBB,RMRU,WA01,720,,0,,,0,0,8000,8000,0,NonFraud,4900000003,4,Sachkontenbuchung,09:35:17
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R04,V,,BSX,RMRU,WA01,1284,,0,,,0,0,1200,1200,0,NonFraud,4900000003,5,Materialabgang,09:35:17
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R04,V,,GBB,RMRU,WA01,1284,,0,,,0,0,1200,1200,0,NonFraud,4900000003,6,Sachkontenbuchung,09:35:17
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,1386,,0,,,0,0,1400,1400,0,NonFraud,4900000003,7,Materialabgang,09:35:17
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,1386,,0,,,0,0,1400,1400,0,NonFraud,4900000003,8,Sachkontenbuchung,09:35:17
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,1288,,0,,,0,0,1400,1400,0,NonFraud,4900000003,9,Materialabgang,09:35:17
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,1288,,0,,,0,0,1400,1400,0,NonFraud,4900000003,10,Sachkontenbuchung,09:35:17
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,500000,,,,,40,,,500000,S,500000,,,,,,RFBU,,20000,,0,,,0,0,0,0,0,NonFraud,100000007,1,Sachkontenbuchung,09:35:18
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,20000,,0,,,0,0,0,0,0,NonFraud,100000007,2,Sachkontenbuchung,09:35:18
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,510000,,,,,40,,,510000,S,510000,,,,,,RFBU,,15000,,0,,,0,0,0,0,0,NonFraud,100000008,1,Sachkontenbuchung,09:35:18
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,15000,,0,,,0,0,0,0,0,NonFraud,100000008,2,Sachkontenbuchung,09:35:18
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,520000,,,,,40,,,520000,S,520000,,,,,,RFBU,,40000,,0,,,0,0,0,0,0,NonFraud,100000009,1,Sachkontenbuchung,09:35:18
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,40000,,0,,,0,0,0,0,0,NonFraud,100000009,2,Sachkontenbuchung,09:35:18
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,476900,,,,,40,,,476900,S,476900,,,,,,RFBU,,13758.64,,0,,,0,0,0,0,0,NonFraud,100000010,1,Sachkontenbuchung,09:35:18
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,13758.64,,0,,,0,0,0,0,0,NonFraud,100000010,2,Sachkontenbuchung,09:35:18
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F11,S,,BSX,RMRU,WF01,12880,,12880,,,0,0,8000,8000,0,NonFraud,4900000004,1,Materialzugang,09:35:18
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F11,S,,GBB,RMRU,WF01,12880,,0,,,0,0,8000,8000,0,NonFraud,4900000004,2,Sachkontenbuchung,09:35:18
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,2240,,0,,,0,0,8000,8000,0,NonFraud,4900000005,1,Materialabgang,09:35:19
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P01,V,,GBB,RMRU,WA01,2240,,0,,,0,0,8000,8000,0,NonFraud,4900000005,2,Sachkontenbuchung,09:35:19
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,960,,0,,,0,0,8000,8000,0,NonFraud,4900000005,3,Materialabgang,09:35:19
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P02,V,,GBB,RMRU,WA01,960,,0,,,0,0,8000,8000,0,NonFraud,4900000005,4,Sachkontenbuchung,09:35:19
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R01,V,,BSX,RMRU,WA01,4368,,0,,,0,0,2400,2400,0,NonFraud,4900000005,5,Materialabgang,09:35:19
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R01,V,,GBB,RMRU,WA01,4368,,0,,,0,0,2400,2400,0,NonFraud,4900000005,6,Sachkontenbuchung,09:35:19
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,2772,,0,,,0,0,2800,2800,0,NonFraud,4900000005,7,Materialabgang,09:35:19
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,2772,,0,,,0,0,2800,2800,0,NonFraud,4900000005,8,Sachkontenbuchung,09:35:19
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,2576,,0,,,0,0,2800,2800,0,NonFraud,4900000005,9,Materialabgang,09:35:19
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,2576,,0,,,0,0,2800,2800,0,NonFraud,4900000005,10,Sachkontenbuchung,09:35:19
X,,,,,0,,X,,,,,AA,,H,,,AA,,,,AA,,,792000,ST,,,,99,M,ST,792000,M,,,AA-F04,S,,BSX,RMWL,WA01,499.28,,-499.28,,,0,0,632,632,0,NonFraud,4900000006,1,Materialabgang,09:35:24
,,X,X,,0,,,,,,,AA,,S,,,AA,,,,AA,,,,ST,,,,81,S,ST,893010,S,,,AA-F04,S,,GBB,RMWL,WA01,499.28,,0,,,0,0,632,632,0,NonFraud,4900000006,2,Sachkontenbuchung,09:35:24
X,,,,,0,,X,,,,,AA,,H,,,AA,,,,AA,,,792000,ST,,,,99,M,ST,792000,M,,,AA-F04,S,,BSX,RMWL,WA01,465.31,,-465.31,,,0,0,589,589,0,NonFraud,4900000006,3,Materialabgang,09:35:24
,,X,X,,0,,,,,,,AA,,S,,,AA,,,,AA,,,,ST,,,,81,S,ST,893010,S,,,AA-F04,S,,GBB,RMWL,WA01,465.31,,0,,,0,0,589,589,0,NonFraud,4900000006,4,Sachkontenbuchung,09:35:24
X,,,,,0,,X,,,,,AA,,H,,,AA,,,,AA,,,792000,ST,,,,99,M,ST,792000,M,,,AA-F04,S,,BSX,RMWL,WA01,490.59,,-490.59,,,0,0,621,621,0,NonFraud,4900000006,5,Materialabgang,09:35:24
,,X,X,,0,,,,,,,AA,,S,,,AA,,,,AA,,,,ST,,,,81,S,ST,893010,S,,,AA-F04,S,,GBB,RMWL,WA01,490.59,,0,,,0,0,621,621,0,NonFraud,4900000006,6,Sachkontenbuchung,09:35:24
X,,X,,,0,,,,AA,,,,,S,,,,,X,X,,1,,140000,,,,,1,,,140000,D,,,,,140000,,SD00,,6981.18,,0,,,6981.18,0,0,0,6981.18,NonFraud,90000000,1,Debitorische Rechnung,09:35:26
,,X,X,1,0,,,AA,,,,AA,,H,,,,,,,AA,,,800000,ST,,,,50,,,800000,S,800000,,AA-F04,,,,SD00,,2395.28,,0,,,0,0,0,632,0,NonFraud,90000000,2,Sachkontenbuchung,09:35:26
,,X,X,1,0,,,AA,,,,AA,,H,,,,,,,AA,,,800000,ST,,,,50,,,800000,S,800000,,AA-F04,,,,SD00,,2232.31,,0,,,0,0,0,589,0,NonFraud,90000000,3,Sachkontenbuchung,09:35:26
