Bestandskonto,Bewertungsklasse,Einzelpostenanzeige moeglich,Erfolgskontentyp,Geschaeftsbereich,Gruppenkennzeichen,KZ EKBE,Kennzeichen: Posten nicht kopierbar ?,Kostenstelle,Kreditkontr_Bereich,Laufende Kontierung,PartnerPrctr,Profitcenter,Rechnungsbezug,Soll/Haben-Kennz_,Sperrgrund Menge,Steuerkennzeichen,Bewertungskreis,Steuerstandort,Umsatzwirksam,Verwaltung offener Posten,Werk,Zahlungsbedingung,Zahlungssperre,Alternative Kontonummer,Basismengeneinheit,BestPreisMngEinheit,Bestandsbuchung,Bestellmengeneinheit,Buchungsschluessel,Buchungszeilen-Id,ErfassungsMngEinh,Hauptbuchkonto,Kontoart,Kostenart,Kreditor,Material,Preissteuerung,Sachkonto,Vorgang,Vorgangsart GL,Wertestring,Betrag Hauswaehr,Betrag,Betrag_5,Gesamtbestand,Gesamtwert,Kreditkontr_betrag,Menge in BPME,Menge in ErfassME,Menge,Skontobasis,Label,Belegnummer,Position,Transaktionsart,Erfassungsuhrzeit
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R01,V,,WRX,RMWE,WE01,11648,11648,0,6400,11648,0,6400,6400,6400,0,NonFraud,5000000000,2,Sachkontenbuchung,10:31:24
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R02,V,,BSX,RMWE,WE01,102400,102400,0,25600,102400,0,25600,25600,25600,0,NonFraud,5000000000,3,Materialzugang,10:31:24
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R02,V,,WRX,RMWE,WE01,102400,102400,0,25600,102400,0,25600,25600,25600,0,NonFraud,5000000000,4,Sachkontenbuchung,10:31:24
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R03,V,,BSX,RMWE,WE01,25728,25728,0,6400,25728,0,6400,6400,6400,0,NonFraud,5000000000,5,Materialzugang,10:31:24
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R03,V,,WRX,RMWE,WE01,25728,25728,0,6400,25728,0,6400,6400,6400,0,NonFraud,5000000000,6,Sachkontenbuchung,10:31:24
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R04,V,,BSX,RMWE,WE01,6848,6848,0,6400,6848,0,6400,6400,6400,0,NonFraud,5000000000,7,Materialzugang,10:31:24
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R04,V,,WRX,RMWE,WE01,6848,6848,0,6400,6848,0,6400,6400,6400,0,NonFraud,5000000000,8,Sachkontenbuchung,10:31:24
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R05,V,,BSX,RMWE,WE01,41184,41184,0,41600,41184,0,41600,41600,41600,0,NonFraud,5000000000,9,Materialzugang,10:31:24
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R05,V,,WRX,RMWE,WE01,41184,41184,0,41600,41184,0,41600,41600,41600,0,NonFraud,5000000000,10,Sachkontenbuchung,10:31:24
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R06,V,,BSX,RMWE,WE01,38272,38272,0,41600,38272,0,41600,41600,41600,0,NonFraud,5000000000,11,Materialzugang,10:31:24
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R06,V,,WRX,RMWE,WE01,38272,38272,0,41600,38272,0,41600,41600,41600,0,NonFraud,5000000000,12,Sachkontenbuchung,10:31:24
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V01,,,160000,KBS,RMRP,,226080,,0,,,0,0,0,0,226080,NonFraud,5100000000,1,Kreditorische Rechnung,10:31:29
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R01,V,,WRX,RMRP,RE01,11648,11648,0,6400,11648,0,6400,6400,6400,0,NonFraud,5100000000,2,Sachkontenbuchung,10:31:29
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R02,V,,WRX,RMRP,RE01,102400,102400,0,25600,102400,0,25600,25600,25600,0,NonFraud,5100000000,3,Sachkontenbuchung,10:31:29
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R03,V,,WRX,RMRP,RE01,25728,25728,0,6400,25728,0,6400,6400,6400,0,NonFraud,5100000000,4,Sachkontenbuchung,10:31:29
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R04,V,,WRX,RMRP,RE01,6848,6848,0,6400,6848,0,6400,6400,6400,0,NonFraud,5100000000,5,Sachkontenbuchung,10:31:29
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R05,V,,WRX,RMRP,RE01,41184,41184,0,41600,41184,0,41600,41600,41600,0,NonFraud,5100000000,6,Sachkontenbuchung,10:31:29
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R06,V,,WRX,RMRP,RE01,38272,38272,0,41600,38272,0,41600,41600,41600,0,NonFraud,5100000000,7,Sachkontenbuchung,10:31:29
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0,ST,89,M,ST,300000,M,,V02,AA-P01,V,,BSX,RMWE,WE01,35840,35840,0,128000,35840,0,128000,128000,128000,0,NonFraud,5000000001,1,Materialzugang,10:31:30
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P01,V,,WRX,RMWE,WE01,35840,35840,0,128000,35840,0,128000,128000,128000,0,NonFraud,5000000001,2,Sachkontenbuchung,10:31:30
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0,ST,89,M,ST,300000,M,,V02,AA-P02,V,,BSX,RMWE,WE01,15360,15360,0,128000,15360,0,128000,128000,128000,0,NonFraud,5000000001,3,Materialzugang,10:31:30
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P02,V,,WRX,RMWE,WE01,15360,15360,0,128000,15360,0,128000,128000,128000,0,NonFraud,5000000001,4,Sachkontenbuchung,10:31:30
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V02,,,160000,KBS,RMRP,,51200,,0,,,0,0,0,0,51200,NonFraud,5100000001,1,Kreditorische Rechnung,10:31:30
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P01,V,,WRX,RMRP,RE01,35840,35840,0,128000,35840,0,128000,128000,128000,0,NonFraud,5100000001,2,Sachkontenbuchung,10:31:30
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P02,V,,WRX,RMRP,RE01,15360,15360,0,128000,15360,0,128000,128000,128000,0,NonFraud,5100000001,3,Sachkontenbuchung,10:31:30
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F12,S,,BSX,RMRU,WF01,54240,,54240,,,0,0,24000,24000,0,NonFraud,4900000000,1,Materialzugang,10:32:26
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F12,S,,GBB,RMRU,WF01,54240,,0,,,0,0,24000,24000,0,NonFraud,4900000000,2,Sachkontenbuchung,10:32:26
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000001,1,Materialabgang,10:32:28
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P01,V,,GBB,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000001,2,Sachkontenbuchung,10:32:28
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000001,3,Materialabgang,10:32:28
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P02,V,,GBB,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000001,4,Sachkontenbuchung,10:32:28
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000001,5,Materialabgang,10:32:28
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R02,V,,GBB,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000001,6,Sachkontenbuchung,10:32:28
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000001,7,Materialabgang,10:32:28
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000001,8,Sachkontenbuchung,10:32:28
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000001,9,Materialabgang,10:32:28
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000001,10,Sachkontenbuchung,10:32:28
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R02,V,,BSX,RMWE,WE01,43200,43200,0,29200,116800,0,10800,10800,10800,0,NonFraud,5000000002,1,Materialzugang,10:33:23
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R02,V,,WRX,RMWE,WE01,43200,43200,0,29200,116800,0,10800,10800,10800,0,NonFraud,5000000002,2,Sachkontenbuchung,10:33:23
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R05,V,,BSX,RMWE,WE01,12474,12474,0,45800,45342,0,12600,12600,12600,0,NonFraud,5000000002,3,Materialzugang,10:33:23
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R05,V,,WRX,RMWE,WE01,12474,12474,0,45800,45342,0,12600,12600,12600,0,NonFraud,5000000002,4,Sachkontenbuchung,10:33:23
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,KG,KG,0,KG,89,M,KG,300000,M,,V01,AA-R06,V,,BSX,RMWE,WE01,11592,11592,0,45800,42136,0,12600,12600,12600,0,NonFraud,5000000002,5,Materialzugang,10:33:23
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,96,W,KG,191100,S,,V01,AA-R06,V,,WRX,RMWE,WE01,11592,11592,0,45800,42136,0,12600,12600,12600,0,NonFraud,5000000002,6,Sachkontenbuchung,10:33:23
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V01,,,160000,KBS,RMRP,,67266,,0,,,0,0,0,0,67266,NonFraud,5100000002,1,Kreditorische Rechnung,10:33:24
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R02,V,,WRX,RMRP,RE01,43200,43200,0,29200,116800,0,10800,10800,10800,0,NonFraud,5100000002,2,Sachkontenbuchung,10:33:24
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R05,V,,WRX,RMRP,RE01,12474,12474,0,45800,45342,0,12600,12600,12600,0,NonFraud,5100000002,3,Sachkontenbuchung,10:33:24
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R06,V,,WRX,RMRP,RE01,11592,11592,0,45800,42136,0,12600,12600,12600,0,NonFraud,5100000002,4,Sachkontenbuchung,10:33:24
,,,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211120,S,211120,,,,,,RFBU,,1250,,0,,,0,0,0,0,0,NonFraud,100000005,1,Sachkontenbuchung,10:33:25
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,2010,S,,,,,,,RFBU,,1250,,0,,,0,0,0,0,0,NonFraud,100000005,2,Sachkontenbuchung,10:33:25
,,,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211130,S,211130,,,,,,RFBU,,50000,,0,,,0,0,0,0,0,NonFraud,100000006,1,Sachkontenbuchung,10:33:25
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,11010,S,,,,,,,RFBU,,50000,,0,,,0,0,0,0,0,NonFraud,100000006,2,Sachkontenbuchung,10:33:25
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F12,S,,BSX,RMRU,WF01,54240,,54240,,,0,0,24000,24000,0,NonFraud,4900000002,1,Materialzugang,10:33:25
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F12,S,,GBB,RMRU,WF01,54240,,0,,,0,0,24000,24000,0,NonFraud,4900000002,2,Sachkontenbuchung,10:33:25
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,500000,,,,,40,,,500000,S,500000,,,,,,RFBU,,20000,,0,,,0,0,0,0,0,NonFraud,100000007,1,Sachkontenbuchung,10:33:26
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,20000,,0,,,0,0,0,0,0,NonFraud,100000007,2,Sachkontenbuchung,10:33:26
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,510000,,,,,40,,,510000,S,510000,,,,,,RFBU,,15000,,0,,,0,0,0,0,0,NonFraud,100000008,1,Sachkontenbuchung,10:33:26
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,15000,,0,,,0,0,0,0,0,NonFraud,100000008,2,Sachkontenbuchung,10:33:26
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,520000,,,,,40,,,520000,S,520000,,,,,,RFBU,,40000,,0,,,0,0,0,0,0,NonFraud,100000009,1,Sachkontenbuchung,10:33:26
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,40000,,0,,,0,0,0,0,0,NonFraud,100000009,2,Sachkontenbuchung,10:33:26
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,472000,S,472000,,,,,,RFBU,,3000,,0,,,0,0,0,0,0,NonFraud,100000010,1,Sachkontenbuchung,10:33:26
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,3000,,0,,,0,0,0,0,0,NonFraud,100000010,2,Sachkontenbuchung,10:33:26
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,476900,,,,,40,,,476900,S,476900,,,,,,RFBU,,13758.64,,0,,,0,0,0,0,0,NonFraud,100000011,1,Sachkontenbuchung,10:33:26
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,13758.64,,0,,,0,0,0,0,0,NonFraud,100000011,2,Sachkontenbuchung,10:33:26
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000003,1,Materialabgang,10:33:26
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P01,V,,GBB,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000003,2,Sachkontenbuchung,10:33:26
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000003,3,Materialabgang,10:33:26
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P02,V,,GBB,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000003,4,Sachkontenbuchung,10:33:26
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000003,5,Materialabgang,10:33:26
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R02,V,,GBB,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000003,6,Sachkontenbuchung,10:33:26
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000003,7,Materialabgang,10:33:26
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000003,8,Sachkontenbuchung,10:33:26
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000003,9,Materialabgang,10:33:26
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000003,10,Sachkontenbuchung,10:33:26
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F12,S,,BSX,RMRU,WF01,36160,,36160,,,0,0,16000,16000,0,NonFraud,4900000004,1,Materialzugang,10:34:23
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F12,S,,GBB,RMRU,WF01,36160,,0,,,0,0,16000,16000,0,NonFraud,4900000004,2,Sachkontenbuchung,10:34:23
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0,ST,89,M,ST,300000,M,,V02,AA-P01,V,,BSX,RMWE,WE01,10080,10080,0,116000,32480,0,36000,36000,36000,0,NonFraud,5000000003,1,Materialzugang,10:34:23
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P01,V,,WRX,RMWE,WE01,10080,10080,0,116000,32480,0,36000,36000,36000,0,NonFraud,5000000003,2,Sachkontenbuchung,10:34:23
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0,ST,89,M,ST,300000,M,,V02,AA-P02,V,,BSX,RMWE,WE01,4320,4320,0,116000,13920,0,36000,36000,36000,0,NonFraud,5000000003,3,Materialzugang,10:34:23
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P02,V,,WRX,RMWE,WE01,4320,4320,0,116000,13920,0,36000,36000,36000,0,NonFraud,5000000003,4,Sachkontenbuchung,10:34:23
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V02,,,160000,KBS,RMRP,,14400,,0,,,0,0,0,0,14400,NonFraud,5100000003,1,Kreditorische Rechnung,10:34:23
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P01,V,,WRX,RMRP,RE01,10080,10080,0,116000,32480,0,36000,36000,36000,0,NonFraud,5100000003,2,Sachkontenbuchung,10:34:23
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P02,V,,WRX,RMRP,RE01,4320,4320,0,116000,13920,0,36000,36000,36000,0,NonFraud,5100000003,3,Sachkontenbuchung,10:34:23
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,19200,,0,,,0,0,4800,4800,0,NonFraud,4900000005,1,Materialabgang,10:34:24
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R02,V,,GBB,RMRU,WA01,19200,,0,,,0,0,4800,4800,0,NonFraud,4900000005,2,Sachkontenbuchung,10:34:24
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,5544,,0,,,0,0,5600,5600,0,NonFraud,4900000005,3,Materialabgang,10:34:24
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,5544,,0,,,0,0,5600,5600,0,NonFraud,4900000005,4,Sachkontenbuchung,10:34:24
