Bestandskonto,Bewertungsklasse,Einzelpostenanzeige moeglich,Erfolgskontentyp,Geschaeftsbereich,Gruppenkennzeichen,KZ EKBE,Kennzeichen: Posten nicht kopierbar ?,Kostenstelle,Kreditkontr_Bereich,Laufende Kontierung,PartnerPrctr,Profitcenter,Rechnungsbezug,Soll/Haben-Kennz_,Sperrgrund Menge,Steuerkennzeichen,Bewertungskreis,Steuerstandort,Umsatzwirksam,Verwaltung offener Posten,Werk,Zahlungsbedingung,Zahlungssperre,Alternative Kontonummer,Basismengeneinheit,BestPreisMngEinheit,Bestandsbuchung,Bestellmengeneinheit,Buchungsschluessel,Buchungszeilen-Id,ErfassungsMngEinh,Hauptbuchkonto,Kontoart,Kostenart,Kreditor,Material,Preissteuerung,Sachkonto,Vorgang,Vorgangsart GL,Wertestring,Betrag Hauswaehr,Betrag,Betrag_5,Gesamtbestand,Gesamtwert,Kreditkontr_betrag,Menge in BPME,Menge in ErfassME,Menge,Skontobasis,Label,Belegnummer,Position,Transaktionsart,Erfassungsuhrzeit
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0,ST,89,M,ST,300000,M,,V02,AA-P02,V,,BSX,RMWE,WE01,17280,17280,0,256000,30720,0,144000,144000,144000,0,NonFraud,5000000003,3,Materialzugang,13:37:17
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P02,V,,WRX,RMWE,WE01,17280,17280,0,256000,30720,0,144000,144000,144000,0,NonFraud,5000000003,4,Sachkontenbuchung,13:37:17
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V01,,,160000,KBS,RMRP,,269064,,0,,,0,0,0,0,269064,NonFraud,5100000002,1,Kreditorische Rechnung,13:37:17
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R02,V,,WRX,RMRP,RE01,172800,172800,0,76800,307200,0,43200,43200,43200,0,NonFraud,5100000002,2,Sachkontenbuchung,13:37:17
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R05,V,,WRX,RMRP,RE01,49896,49896,0,89600,88704,0,50400,50400,50400,0,NonFraud,5100000002,3,Sachkontenbuchung,13:37:17
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,KG,KG,0,KG,86,W,KG,191100,S,,,AA-R06,V,,WRX,RMRP,RE01,46368,46368,0,89600,82432,0,50400,50400,50400,0,NonFraud,5100000002,4,Sachkontenbuchung,13:37:17
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V02,,,160000,KBS,RMRP,,57600,,0,,,0,0,0,0,57600,NonFraud,5100000003,1,Kreditorische Rechnung,13:37:17
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P01,V,,WRX,RMRP,RE01,40320,40320,0,256000,71680,0,144000,144000,144000,0,NonFraud,5100000003,2,Sachkontenbuchung,13:37:17
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P02,V,,WRX,RMRP,RE01,17280,17280,0,256000,30720,0,144000,144000,144000,0,NonFraud,5100000003,3,Sachkontenbuchung,13:37:17
,,,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211120,S,211120,,,,,,RFBU,,1250,,0,,,0,0,0,0,0,NonFraud,100000005,1,Sachkontenbuchung,13:37:18
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,2010,S,,,,,,,RFBU,,1250,,0,,,0,0,0,0,0,NonFraud,100000005,2,Sachkontenbuchung,13:37:18
,,,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,211130,S,211130,,,,,,RFBU,,50000,,0,,,0,0,0,0,0,NonFraud,100000006,1,Sachkontenbuchung,13:37:18
X,,,,,0,,,,,,,,,H,,,,,,,,,,,,,,,50,,,11010,S,,,,,,,RFBU,,50000,,0,,,0,0,0,0,0,NonFraud,100000006,2,Sachkontenbuchung,13:37:18
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,500000,,,,,40,,,500000,S,500000,,,,,,RFBU,,20000,,0,,,0,0,0,0,0,NonFraud,100000007,1,Sachkontenbuchung,13:37:18
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,20000,,0,,,0,0,0,0,0,NonFraud,100000007,2,Sachkontenbuchung,13:37:18
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,510000,,,,,40,,,510000,S,510000,,,,,,RFBU,,15000,,0,,,0,0,0,0,0,NonFraud,100000008,1,Sachkontenbuchung,13:37:19
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,15000,,0,,,0,0,0,0,0,NonFraud,100000008,2,Sachkontenbuchung,13:37:19
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,520000,,,,,40,,,520000,S,520000,,,,,,RFBU,,40000,,0,,,0,0,0,0,0,NonFraud,100000009,1,Sachkontenbuchung,13:37:19
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,40000,,0,,,0,0,0,0,0,NonFraud,100000009,2,Sachkontenbuchung,13:37:19
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,476900,,,,,40,,,476900,S,476900,,,,,,RFBU,,13758.64,,0,,,0,0,0,0,0,NonFraud,100000010,1,Sachkontenbuchung,13:37:19
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,13758.64,,0,,,0,0,0,0,0,NonFraud,100000010,2,Sachkontenbuchung,13:37:19
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F12,S,,BSX,RMRU,WF01,54240,,54240,,,0,0,24000,24000,0,NonFraud,4900000000,1,Materialzugang,13:37:19
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F12,S,,GBB,RMRU,WF01,54240,,0,,,0,0,24000,24000,0,NonFraud,4900000000,2,Sachkontenbuchung,13:37:19
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000001,1,Materialabgang,13:37:20
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P01,V,,GBB,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000001,2,Sachkontenbuchung,13:37:20
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000001,3,Materialabgang,13:37:20
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P02,V,,GBB,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000001,4,Sachkontenbuchung,13:37:20
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000001,5,Materialabgang,13:37:20
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R02,V,,GBB,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000001,6,Sachkontenbuchung,13:37:20
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000001,7,Materialabgang,13:37:20
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000001,8,Sachkontenbuchung,13:37:20
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000001,9,Materialabgang,13:37:20
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000001,10,Sachkontenbuchung,13:37:20
,,X,X,1,0,,,AA,,,,AA,,S,,,,,,,,,,,,,,,40,,,472000,S,472000,,,,,,RFBU,,3000,,0,,,0,0,0,0,0,NonFraud,100000011,1,Sachkontenbuchung,13:38:16
X,,X,,,0,,,,,,,,,H,,,,,,,,,,113300,,,,,50,,,113300,S,,,,,,,RFBU,,3000,,0,,,0,0,0,0,0,NonFraud,100000011,2,Sachkontenbuchung,13:38:16
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P01,V,,BSX,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000002,1,Materialabgang,13:38:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P01,V,,GBB,RMRU,WA01,6720,,0,,,0,0,24000,24000,0,NonFraud,4900000002,2,Sachkontenbuchung,13:38:16
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,ST,,,,99,M,ST,300000,M,,,AA-P02,V,,BSX,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000002,3,Materialabgang,13:38:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,ST,,,,81,S,ST,400000,S,400000,,AA-P02,V,,GBB,RMRU,WA01,2880,,0,,,0,0,24000,24000,0,NonFraud,4900000002,4,Sachkontenbuchung,13:38:16
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000002,5,Materialabgang,13:38:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R02,V,,GBB,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000002,6,Sachkontenbuchung,13:38:16
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000002,7,Materialabgang,13:38:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000002,8,Sachkontenbuchung,13:38:16
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000002,9,Materialabgang,13:38:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000002,10,Sachkontenbuchung,13:38:16
X,,,,,0,,X,,,,AA,AA,,S,,,AA,,,,AA,,,792000,ST,,,,89,M,ST,792000,M,,,AA-F12,S,,BSX,RMRU,WF01,54240,,54240,,,0,0,24000,24000,0,NonFraud,4900000003,1,Materialzugang,13:39:15
,,X,X,,0,,,,,,AA,AA,,H,,,AA,,,,AA,,,895000,ST,,,,91,S,ST,895000,S,895000,,AA-F12,S,,GBB,RMRU,WF01,54240,,0,,,0,0,24000,24000,0,NonFraud,4900000003,2,Sachkontenbuchung,13:39:15
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0,ST,89,M,ST,300000,M,,V02,AA-P01,V,,BSX,RMWE,WE01,28000,28000,0,308000,86240,0,100000,100000,100000,0,NonFraud,5000000004,1,Materialzugang,13:39:15
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P01,V,,WRX,RMWE,WE01,28000,28000,0,308000,86240,0,100000,100000,100000,0,NonFraud,5000000004,2,Sachkontenbuchung,13:39:15
X,3000,,,,0,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,,AA,,,,ST,ST,0,ST,89,M,ST,300000,M,,V02,AA-P02,V,,BSX,RMWE,WE01,12000,12000,0,308000,36960,0,100000,100000,100000,0,NonFraud,5000000004,3,Materialzugang,13:39:15
X,3000,X,,,0,X,X,,,0,,AA,,H,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,96,W,ST,191100,S,,V02,AA-P02,V,,WRX,RMWE,WE01,12000,12000,0,308000,36960,0,100000,100000,100000,0,NonFraud,5000000004,4,Sachkontenbuchung,13:39:15
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R02,V,,BSX,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000004,1,Materialabgang,13:39:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R02,V,,GBB,RMRU,WA01,28800,,0,,,0,0,7200,7200,0,NonFraud,4900000004,2,Sachkontenbuchung,13:39:16
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R05,V,,BSX,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000004,3,Materialabgang,13:39:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R05,V,,GBB,RMRU,WA01,8316,,0,,,0,0,8400,8400,0,NonFraud,4900000004,4,Sachkontenbuchung,13:39:16
X,,,,,0,,X,,,,AA,AA,,H,,,AA,,,,AA,,,,KG,,,,99,M,KG,300000,M,,,AA-R06,V,,BSX,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000004,5,Materialabgang,13:39:16
,,X,X,,0,,,,,,AA,AA,,S,,,AA,,,,AA,,,400000,KG,,,,81,S,KG,400000,S,400000,,AA-R06,V,,GBB,RMRU,WA01,7728,,0,,,0,0,8400,8400,0,NonFraud,4900000004,6,Sachkontenbuchung,13:39:16
X,,X,,,0,,,,,,,,,H,,XI,,,X,X,,1,R,160000,,,,,31,,,160000,K,,V02,,,160000,KBS,RMRP,,40000,,0,,,0,0,0,0,40000,NonFraud,5100000004,1,Kreditorische Rechnung,13:39:16
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P01,V,,WRX,RMRP,RE01,28000,28000,0,308000,86240,0,100000,100000,100000,0,NonFraud,5100000004,2,Sachkontenbuchung,13:39:16
X,3000,X,,,1,X,X,,,0,,AA,,S,,XI,AA,DE0000000,,X,AA,,,191100,ST,ST,0,ST,86,W,ST,191100,S,,,AA-P02,V,,WRX,RMRP,RE01,12000,12000,0,308000,36960,0,100000,100000,100000,0,NonFraud,5100000004,3,Sachkontenbuchung,13:39:16
X,,,,,0,,X,,,,,AA,,H,,,AA,,,,AA,,,792000,ST,,,,99,M,ST,792000,M,,,AA-F12,S,,BSX,RMWL,WA01,876.88,,-876.88,,,0,0,388,388,0,NonFraud,4900000005,1,Materialabgang,13:39:18
,,X,X,,0,,,,,,,AA,,S,,,AA,,,,AA,,,,ST,,,,81,S,ST,893010,S,,,AA-F12,S,,GBB,RMWL,WA01,876.88,,0,,,0,0,388,388,0,NonFraud,4900000005,2,Sachkontenbuchung,13:39:18
X,,,,,0,,X,,,,,AA,,H,,,AA,,,,AA,,,792000,ST,,,,99,M,ST,792000,M,,,AA-F12,S,,BSX,RMWL,WA01,872.36,,-872.36,,,0,0,386,386,0,NonFraud,4900000005,3,Materialabgang,13:39:18
