account_id,node_kind
DOC:fraud_1:4900000059,document
DOC:fraud_1:90000055,document
DOC:fraud_1:4900000060,document
DOC:fraud_1:90000056,document
DOC:fraud_1:4900000061,document
DOC:fraud_1:90000057,document
DOC:fraud_1:90000058,document
DOC:fraud_1:4900000062,document
DOC:fraud_1:4900000063,document
DOC:fraud_1:4900000064,document
DOC:fraud_1:4900000065,document
DOC:fraud_1:90000059,document
DOC:fraud_1:90000060,document
DOC:fraud_1:90000061,document
DOC:fraud_1:4900000066,document
DOC:fraud_1:90000062,document
DOC:fraud_1:90000063,document
DOC:fraud_1:4900000067,document
DOC:fraud_1:4900000068,document
DOC:fraud_1:90000064,document
DOC:fraud_1:4900000069,document
DOC:fraud_1:90000065,document
DOC:fraud_1:4900000070,document
DOC:fraud_1:90000066,document
DOC:fraud_1:90000067,document
DOC:fraud_1:4900000071,document
DOC:fraud_1:90000068,document
DOC:fraud_1:4900000072,document
DOC:fraud_1:90000069,document
DOC:fraud_1:90000070,document
DOC:fraud_1:4900000073,document
DOC:fraud_1:90000071,document
DOC:fraud_1:90000072,document
DOC:fraud_1:4900000074,document
DOC:fraud_1:90000073,document
DOC:fraud_1:90000074,document
DOC:fraud_1:90000075,document
DOC:fraud_1:4900000075,document
DOC:fraud_1:90000076,document
DOC:fraud_1:1400000001,document
DOC:fraud_1:1400000002,document
DOC:fraud_1:4900000076,document
DOC:fraud_1:4900000077,document
DOC:fraud_1:5000000004,document
DOC:fraud_1:5000000005,document
DOC:fraud_1:5100000004,document
DOC:fraud_1:5100000005,document
DOC:fraud_1:4900000078,document
DOC:fraud_1:4900000079,document
DOC:fraud_1:90000077,document
DOC:fraud_1:90000078,document
DOC:fraud_1:4900000080,document
DOC:fraud_1:90000079,document
DOC:fraud_1:90000080,document
DOC:fraud_1:90000081,document
DOC:fraud_1:90000082,document
DOC:fraud_1:4900000081,document
DOC:fraud_1:90000083,document
DOC:fraud_1:4900000082,document
DOC:fraud_1:90000084,document
DOC:fraud_1:4900000083,document
DOC:fraud_1:90000085,document
DOC:fraud_1:4900000084,document
DOC:fraud_1:90000086,document
DOC:fraud_1:4900000085,document
DOC:fraud_1:90000087,document
DOC:fraud_1:4900000086,document
DOC:fraud_1:90000088,document
DOC:fraud_1:4900000087,document
DOC:fraud_1:90000089,document
DOC:fraud_1:4900000088,document
DOC:fraud_1:90000090,document
DOC:fraud_1:4900000089,document
DOC:fraud_1:4900000090,document
DOC:fraud_1:100000011,document
DOC:fraud_1:100000012,document
DOC:fraud_1:4900000091,document
DOC:fraud_1:100000013,document
DOC:fraud_1:100000014,document
DOC:fraud_1:100000015,document
DOC:fraud_1:100000016,document
DOC:fraud_1:4900000092,document
DOC:fraud_1:4900000093,document
DOC:fraud_1:90000091,document
DOC:fraud_1:90000092,document
DOC:fraud_1:4900000094,document
DOC:fraud_1:90000093,document
DOC:fraud_1:4900000095,document
DOC:fraud_1:4900000096,document
DOC:fraud_1:90000094,document
DOC:fraud_1:90000095,document
DOC:fraud_1:90000096,document
DOC:fraud_1:4900000097,document
DOC:fraud_1:90000097,document
DOC:fraud_1:90000098,document
DOC:fraud_1:4900000098,document
DOC:fraud_1:4900000099,document
DOC:fraud_1:90000099,document
DOC:fraud_1:90000100,document
DOC:fraud_1:4900000100,document
DOC:fraud_1:90000101,document
DOC:fraud_1:90000102,document
DOC:fraud_1:4900000101,document
DOC:fraud_1:90000103,document
DOC:fraud_1:90000104,document
DOC:fraud_1:4900000102,document
DOC:fraud_1:90000105,document
DOC:fraud_1:4900000103,document
DOC:fraud_1:4900000104,document
DOC:fraud_1:90000106,document
DOC:fraud_1:90000107,document
DOC:fraud_1:90000108,document
DOC:fraud_1:90000109,document
DOC:fraud_1:1400000003,document
DOC:fraud_1:4900000105,document
DOC:fraud_1:4900000106,document
DOC:fraud_1:4900000107,document
DOC:fraud_1:90000110,document
DOC:fraud_1:90000111,document
DOC:fraud_1:4900000108,document
DOC:fraud_1:90000112,document
DOC:fraud_1:4900000109,document
DOC:fraud_1:90000113,document
DOC:fraud_1:90000114,document
DOC:fraud_1:4900000110,document
DOC:fraud_1:90000115,document
DOC:fraud_1:4900000111,document
DOC:fraud_1:90000116,document
DOC:fraud_1:90000117,document
DOC:fraud_1:4900000112,document
DOC:fraud_1:90000118,document
DOC:fraud_1:90000119,document
DOC:fraud_1:4900000113,document
DOC:fraud_1:90000120,document
DOC:fraud_1:90000121,document
DOC:fraud_1:4900000114,document
DOC:fraud_1:90000122,document
DOC:fraud_1:4900000115,document
DOC:fraud_1:4900000116,document
DOC:fraud_1:90000123,document
DOC:fraud_1:4900000117,document
DOC:fraud_1:90000124,document
DOC:fraud_1:90000125,document
DOC:fraud_1:4900000118,document
DOC:fraud_1:90000126,document
DOC:fraud_1:4900000119,document
DOC:fraud_1:90000127,document
DOC:fraud_1:90000128,document
DOC:fraud_1:90000129,document
DOC:fraud_1:90000130,document
DOC:fraud_1:4900000120,document
DOC:fraud_1:90000131,document
DOC:fraud_1:1400000004,document
DOC:fraud_1:1400000005,document
DOC:fraud_1:4900000121,document
DOC:fraud_1:4900000122,document
DOC:fraud_1:5000000006,document
DOC:fraud_1:5000000007,document
DOC:fraud_1:5100000006,document
DOC:fraud_1:5100000007,document
DOC:fraud_1:4900000123,document
DOC:fraud_1:4900000124,document
DOC:fraud_1:90000132,document
DOC:fraud_1:4900000125,document
DOC:fraud_1:90000133,document
DOC:fraud_1:90000134,document
DOC:fraud_1:90000135,document
DOC:fraud_1:4900000126,document
DOC:fraud_1:90000136,document
DOC:fraud_1:4900000127,document
DOC:fraud_1:90000137,document
DOC:fraud_1:90000138,document
DOC:fraud_1:4900000128,document
DOC:fraud_1:90000139,document
DOC:fraud_1:90000140,document
DOC:fraud_1:90000141,document
DOC:fraud_1:90000142,document
DOC:fraud_1:4900000129,document
DOC:fraud_1:90000143,document
DOC:fraud_1:4900000130,document
DOC:fraud_1:90000144,document
DOC:fraud_1:90000145,document
DOC:fraud_1:4900000131,document
DOC:fraud_1:90000146,document
DOC:fraud_1:4900000132,document
DOC:fraud_1:90000147,document
DOC:fraud_1:90000148,document
DOC:fraud_1:4900000133,document
DOC:fraud_1:90000149,document
DOC:fraud_1:4900000134,document
DOC:fraud_1:90000150,document
DOC:fraud_1:90000151,document
DOC:fraud_1:4900000135,document
DOC:fraud_1:90000152,document
DOC:fraud_1:4900000136,document
DOC:fraud_1:90000153,document
DOC:fraud_1:4900000137,document
DOC:fraud_1:90000154,document
DOC:fraud_1:4900000138,document
DOC:fraud_1:90000155,document
DOC:fraud_1:4900000139,document
DOC:fraud_1:90000156,document
DOC:fraud_1:90000157,document
DOC:fraud_1:4900000140,document
DOC:fraud_1:90000158,document
DOC:fraud_1:90000159,document
DOC:fraud_1:4900000141,document
DOC:fraud_1:5000000008,document
DOC:fraud_1:1400000006,document
DOC:fraud_1:4900000142,document
DOC:fraud_1:4900000143,document
DOC:fraud_1:5100000008,document
DOC:fraud_1:4900000144,document
DOC:fraud_1:90000160,document
DOC:fraud_1:90000161,document
DOC:fraud_1:90000162,document
DOC:fraud_1:4900000145,document
DOC:fraud_1:90000163,document
DOC:fraud_1:90000164,document
DOC:fraud_1:90000165,document
DOC:fraud_1:4900000146,document
DOC:fraud_1:90000166,document
DOC:fraud_1:90000167,document
DOC:fraud_1:4900000147,document
DOC:fraud_1:90000168,document
DOC:fraud_1:90000169,document
DOC:fraud_1:4900000148,document
DOC:fraud_1:90000170,document
DOC:fraud_1:90000171,document
DOC:fraud_1:90000172,document
DOC:fraud_1:4900000149,document
DOC:fraud_1:90000173,document
DOC:fraud_1:90000174,document
DOC:fraud_1:4900000150,document
DOC:fraud_1:90000175,document
DOC:fraud_1:90000176,document
DOC:fraud_1:90000177,document
DOC:fraud_1:90000178,document
DOC:fraud_1:4900000151,document
DOC:fraud_1:4900000152,document
DOC:fraud_1:90000179,document
DOC:fraud_1:90000180,document
DOC:fraud_1:90000181,document
DOC:fraud_1:90000182,document
DOC:fraud_1:4900000153,document
DOC:fraud_1:90000183,document
DOC:fraud_1:4900000154,document
DOC:fraud_1:90000184,document
DOC:fraud_1:4900000155,document
DOC:fraud_1:4900000156,document
DOC:fraud_1:90000185,document
DOC:fraud_1:90000186,document
DOC:fraud_1:4900000157,document
DOC:fraud_1:90000187,document
DOC:fraud_1:4900000158,document
DOC:fraud_1:4900000159,document
DOC:fraud_1:90000188,document
DOC:fraud_1:4900000160,document
DOC:fraud_1:90000189,document
DOC:fraud_1:90000190,document
DOC:fraud_1:4900000161,document
DOC:fraud_1:90000191,document
DOC:fraud_1:4900000162,document
DOC:fraud_1:90000192,document
DOC:fraud_1:4900000163,document
DOC:fraud_1:4900000164,document
DOC:fraud_1:90000193,document
DOC:fraud_1:4900000165,document
DOC:fraud_1:90000194,document
DOC:fraud_1:90000195,document
DOC:fraud_1:1400000007,document
DOC:fraud_1:4900000166,document
DOC:fraud_1:4900000167,document
DOC:fraud_1:4900000168,document
DOC:fraud_1:90000196,document
DOC:fraud_1:90000197,document
DOC:fraud_1:4900000169,document
DOC:fraud_1:90000198,document
DOC:fraud_1:90000199,document
DOC:fraud_1:4900000170,document
DOC:fraud_1:90000200,document
DOC:fraud_1:90000201,document
DOC:fraud_1:4900000171,document
DOC:fraud_1:90000202,document
DOC:fraud_1:90000203,document
DOC:fraud_1:4900000172,document
DOC:fraud_1:90000204,document
DOC:fraud_1:90000205,document
DOC:fraud_1:4900000173,document
DOC:fraud_1:90000206,document
DOC:fraud_1:90000207,document
DOC:fraud_1:90000208,document
DOC:fraud_1:4900000174,document
DOC:fraud_1:90000209,document
DOC:fraud_1:90000210,document
DOC:fraud_1:4900000175,document
DOC:fraud_1:90000211,document
DOC:fraud_1:4900000176,document
DOC:fraud_1:90000212,document
DOC:fraud_1:90000213,document
DOC:fraud_1:90000214,document
DOC:fraud_1:4900000177,document
DOC:fraud_1:4900000178,document
DOC:fraud_1:90000215,document
DOC:fraud_1:90000216,document
DOC:fraud_1:90000217,document
DOC:fraud_1:90000218,document
DOC:fraud_1:90000219,document
DOC:fraud_1:90000220,document
DOC:fraud_1:90000221,document
DOC:fraud_1:4900000179,document
DOC:fraud_1:4900000180,document
DOC:fraud_1:90000222,document
DOC:fraud_1:4900000181,document
DOC:fraud_1:90000223,document
DOC:fraud_1:90000224,document
DOC:fraud_1:4900000182,document
DOC:fraud_1:90000225,document
DOC:fraud_1:4900000183,document
DOC:fraud_1:90000226,document
DOC:fraud_1:4900000184,document
DOC:fraud_1:90000227,document
DOC:fraud_1:4900000185,document
DOC:fraud_1:90000228,document
DOC:fraud_1:4900000186,document
DOC:fraud_1:90000229,document
DOC:fraud_1:90000230,document
DOC:fraud_1:4900000187,document
DOC:fraud_1:90000231,document
DOC:fraud_1:1400000008,document
DOC:fraud_1:4900000188,document
DOC:fraud_1:4900000189,document
DOC:fraud_1:100000017,document
DOC:fraud_1:100000018,document
DOC:fraud_1:100000019,document
DOC:fraud_1:1400000009,document
DOC:fraud_1:4900000190,document
DOC:fraud_1:100000020,document
DOC:fraud_1:100000021,document
DOC:fraud_1:100000022,document
DOC:fraud_1:4900000191,document
DOC:fraud_1:4900000192,document
DOC:fraud_1:90000232,document
DOC:fraud_1:4900000193,document
DOC:fraud_1:90000233,document
DOC:fraud_1:90000234,document
DOC:fraud_1:90000235,document
DOC:fraud_1:4900000194,document
DOC:fraud_1:90000236,document
DOC:fraud_1:90000237,document
DOC:fraud_1:90000238,document
DOC:fraud_1:4900000195,document
DOC:fraud_1:90000239,document
DOC:fraud_1:90000240,document
DOC:fraud_1:4900000196,document
DOC:fraud_1:90000241,document
DOC:fraud_1:4900000197,document
DOC:fraud_1:4900000198,document
DOC:fraud_1:90000242,document
DOC:fraud_1:90000243,document
DOC:fraud_1:4900000199,document
DOC:fraud_1:90000244,document
DOC:fraud_1:90000245,document
DOC:fraud_1:90000246,document
DOC:fraud_1:4900000200,document
DOC:fraud_1:90000247,document
DOC:fraud_1:4900000201,document
DOC:fraud_1:90000248,document
DOC:fraud_1:90000249,document
DOC:fraud_1:4900000202,document
DOC:fraud_1:90000250,document
DOC:fraud_1:4900000203,document
DOC:fraud_1:90000251,document
DOC:fraud_1:90000252,document
DOC:fraud_1:4900000204,document
DOC:fraud_1:90000253,document
DOC:fraud_1:4900000205,document
DOC:fraud_1:4900000206,document
DOC:fraud_1:90000254,document
DOC:fraud_1:4900000207,document
DOC:fraud_1:90000255,document
DOC:fraud_1:90000256,document
DOC:fraud_1:4900000208,document
DOC:fraud_1:4900000209,document
DOC:fraud_1:90000257,document
DOC:fraud_1:4900000210,document
DOC:fraud_1:90000258,document
DOC:fraud_1:90000259,document
DOC:fraud_1:4900000211,document
DOC:fraud_1:90000260,document
DOC:fraud_1:4900000212,document
DOC:fraud_1:4900000213,document
DOC:fraud_1:90000261,document
DOC:fraud_1:4900000214,document
DOC:fraud_1:90000262,document
DOC:fraud_1:90000263,document
DOC:fraud_1:4900000215,document
DOC:fraud_1:90000264,document
DOC:fraud_1:1400000010,document
DOC:fraud_1:1400000011,document
DOC:fraud_1:1400000012,document
DOC:fraud_1:1400000013,document
DOC:fraud_1:5000000009,document
DOC:fraud_1:5100000009,document
DOC:fraud_1:1400000014,document
DOC:fraud_1:1400000015,document
DOC:fraud_1:4900000216,document
DOC:fraud_1:4900000217,document
DOC:fraud_1:4900000218,document
DOC:fraud_1:90000265,document
DOC:fraud_1:4900000219,document
DOC:fraud_1:90000266,document
DOC:fraud_1:90000267,document
DOC:fraud_1:90000268,document
DOC:fraud_1:4900000220,document
DOC:fraud_1:90000269,document
DOC:fraud_1:4900000221,document
DOC:fraud_1:90000270,document
DOC:fraud_1:90000271,document
DOC:fraud_1:4900000222,document
DOC:fraud_1:90000272,document
DOC:fraud_1:90000273,document
DOC:fraud_1:90000274,document
DOC:fraud_1:4900000223,document
DOC:fraud_1:90000275,document
DOC:fraud_1:90000276,document
DOC:fraud_1:4900000224,document
DOC:fraud_1:90000277,document
DOC:fraud_1:90000278,document
DOC:fraud_1:4900000225,document
DOC:fraud_1:90000279,document
DOC:fraud_1:90000280,document
DOC:fraud_1:90000281,document
DOC:fraud_1:4900000226,document
DOC:fraud_1:90000282,document
DOC:fraud_1:4900000227,document
DOC:fraud_1:4900000228,document
DOC:fraud_1:90000283,document
DOC:fraud_1:90000284,document
DOC:fraud_1:90000285,document
DOC:fraud_1:90000286,document
DOC:fraud_1:4900000229,document
DOC:fraud_1:90000287,document
DOC:fraud_1:90000288,document
DOC:fraud_1:90000289,document
DOC:fraud_1:4900000230,document
DOC:fraud_1:90000290,document
DOC:fraud_1:90000291,document
DOC:fraud_1:4900000231,document
DOC:fraud_1:90000292,document
DOC:fraud_1:4900000232,document
DOC:fraud_1:90000293,document
DOC:fraud_1:4900000233,document
DOC:fraud_1:90000294,document
DOC:fraud_1:4900000234,document
DOC:fraud_1:90000295,document
DOC:fraud_1:4900000235,document
DOC:fraud_1:90000296,document
DOC:fraud_1:4900000236,document
DOC:fraud_1:90000297,document
DOC:fraud_1:4900000237,document
DOC:fraud_1:90000298,document
DOC:fraud_1:4900000238,document
DOC:fraud_1:90000299,document
DOC:fraud_1:4900000239,document
DOC:fraud_1:90000300,document
DOC:fraud_1:4900000240,document
DOC:fraud_1:90000301,document
DOC:fraud_1:4900000241,document
DOC:fraud_1:90000302,document
DOC:fraud_1:90000303,document
DOC:fraud_1:1400000016,document
DOC:fraud_1:1400000017,document
DOC:fraud_1:4900000242,document
DOC:fraud_1:5000000010,document
DOC:fraud_1:4900000243,document
DOC:fraud_1:5000000011,document
DOC:fraud_1:5100000010,document
DOC:fraud_1:1400000018,document
DOC:fraud_1:1400000019,document
DOC:fraud_1:5100000011,document
DOC:fraud_1:1400000020,document
DOC:fraud_1:1400000021,document
DOC:fraud_1:4900000244,document
DOC:fraud_1:90000304,document
DOC:fraud_1:90000305,document
DOC:fraud_1:4900000245,document
DOC:fraud_1:90000306,document
DOC:fraud_1:90000307,document
DOC:fraud_1:4900000246,document
DOC:fraud_1:90000308,document
DOC:fraud_1:4900000247,document
DOC:fraud_1:90000309,document
DOC:fraud_1:4900000248,document
DOC:fraud_1:90000310,document
DOC:fraud_1:90000311,document
DOC:fraud_1:90000312,document
DOC:fraud_1:4900000249,document
DOC:fraud_1:90000313,document
DOC:fraud_1:90000314,document
DOC:fraud_1:90000315,document
DOC:fraud_1:4900000250,document
DOC:fraud_1:90000316,document
DOC:fraud_1:90000317,document
DOC:fraud_1:90000318,document
DOC:fraud_1:4900000251,document
DOC:fraud_1:90000319,document
DOC:fraud_1:90000320,document
DOC:fraud_1:4900000252,document
DOC:fraud_1:90000321,document
DOC:fraud_1:4900000253,document
DOC:fraud_1:4900000254,document
DOC:fraud_1:90000322,document
DOC:fraud_1:4900000255,document
DOC:fraud_1:90000323,document
DOC:fraud_1:90000324,document
DOC:fraud_1:4900000256,document
DOC:fraud_1:90000325,document
DOC:fraud_1:90000326,document
DOC:fraud_1:4900000257,document
DOC:fraud_1:4900000258,document
DOC:fraud_1:90000327,document
DOC:fraud_1:4900000259,document
DOC:fraud_1:90000328,document
DOC:fraud_1:4900000260,document
DOC:fraud_1:90000329,document
DOC:fraud_1:90000330,document
DOC:fraud_1:4900000261,document
DOC:fraud_1:90000331,document
DOC:fraud_1:4900000262,document
DOC:fraud_1:4900000263,document
DOC:fraud_1:90000332,document
DOC:fraud_1:90000333,document
DOC:fraud_1:4900000264,document
DOC:fraud_1:90000334,document
DOC:fraud_1:4900000265,document
DOC:fraud_1:4900000266,document
DOC:fraud_1:90000335,document
DOC:fraud_1:90000336,document
DOC:fraud_1:1400000022,document
DOC:fraud_1:1400000023,document
DOC:fraud_1:1400000024,document
DOC:fraud_1:1400000025,document
DOC:fraud_1:1400000026,document
DOC:fraud_1:1400000027,document
DOC:fraud_1:1400000028,document
DOC:fraud_1:1400000029,document
DOC:fraud_1:1400000030,document
DOC:fraud_1:4900000267,document
DOC:fraud_1:4900000268,document
DOC:fraud_1:4900000269,document
DOC:fraud_1:90000337,document
DOC:fraud_1:4900000270,document
DOC:fraud_1:90000338,document
DOC:fraud_1:90000339,document
DOC:fraud_1:4900000271,document
DOC:fraud_1:90000340,document
DOC:fraud_1:90000341,document
DOC:fraud_1:4900000272,document
DOC:fraud_1:90000342,document
DOC:fraud_1:90000343,document
DOC:fraud_1:4900000273,document
DOC:fraud_1:90000344,document
DOC:fraud_1:90000345,document
DOC:fraud_1:90000346,document
DOC:fraud_1:90000347,document
DOC:fraud_1:4900000274,document
DOC:fraud_1:4900000275,document
DOC:fraud_1:90000348,document
DOC:fraud_1:90000349,document
DOC:fraud_1:90000350,document
DOC:fraud_1:4900000276,document
DOC:fraud_1:90000351,document
DOC:fraud_1:90000352,document
DOC:fraud_1:90000353,document
DOC:fraud_1:4900000277,document
DOC:fraud_1:90000354,document
DOC:fraud_1:4900000278,document
DOC:fraud_1:90000355,document
DOC:fraud_1:90000356,document
DOC:fraud_1:90000357,document
DOC:fraud_1:90000358,document
DOC:fraud_1:4900000279,document
DOC:fraud_1:90000359,document
DOC:fraud_1:90000360,document
DOC:fraud_1:4900000280,document
DOC:fraud_1:90000361,document
DOC:fraud_1:90000362,document
DOC:fraud_1:4900000281,document
DOC:fraud_1:4900000282,document
DOC:fraud_1:90000363,document
DOC:fraud_1:90000364,document
DOC:fraud_1:90000365,document
DOC:fraud_1:4900000283,document
DOC:fraud_1:90000366,document
DOC:fraud_1:4900000284,document
DOC:fraud_1:4900000285,document
DOC:fraud_1:90000367,document
DOC:fraud_1:90000368,document
DOC:fraud_1:4900000286,document
DOC:fraud_1:90000369,document
DOC:fraud_1:4900000287,document
DOC:fraud_1:4900000288,document
DOC:fraud_1:90000370,document
DOC:fraud_1:4900000289,document
DOC:fraud_1:90000371,document
DOC:fraud_1:90000372,document
DOC:fraud_1:4900000290,document
DOC:fraud_1:90000373,document
DOC:fraud_1:4900000291,document
DOC:fraud_1:90000374,document
DOC:fraud_1:90000375,document
DOC:fraud_1:1400000031,document
DOC:fraud_1:1400000032,document
DOC:fraud_1:1400000033,document
DOC:fraud_1:1400000034,document
DOC:fraud_1:1400000035,document
DOC:fraud_1:1400000036,document
DOC:fraud_1:1400000037,document
DOC:fraud_1:1400000038,document
DOC:fraud_1:1400000039,document
DOC:fraud_1:1400000040,document
DOC:fraud_1:1400000041,document
DOC:fraud_1:1400000042,document
DOC:fraud_1:1400000043,document
DOC:fraud_1:1400000044,document
DOC:fraud_1:1400000045,document
DOC:fraud_1:5000000012,document
DOC:fraud_1:5100000012,document
DOC:fraud_1:4900000292,document
DOC:fraud_1:4900000293,document
DOC:fraud_1:4900000294,document
DOC:fraud_1:90000376,document
DOC:fraud_1:4900000295,document
DOC:fraud_1:90000377,document
DOC:fraud_1:90000378,document
DOC:fraud_1:90000379,document
DOC:fraud_1:4900000296,document
DOC:fraud_1:90000380,document
DOC:fraud_1:90000381,document
DOC:fraud_1:4900000297,document
DOC:fraud_1:90000382,document
DOC:fraud_1:90000383,document
DOC:fraud_1:90000384,document
DOC:fraud_1:4900000298,document
DOC:fraud_1:90000385,document
DOC:fraud_1:4900000299,document
DOC:fraud_1:90000386,document
DOC:fraud_1:90000387,document
DOC:fraud_1:90000388,document
DOC:fraud_1:4900000300,document
DOC:fraud_1:90000389,document
DOC:fraud_1:90000390,document
DOC:fraud_1:4900000301,document
DOC:fraud_1:90000391,document
DOC:fraud_1:4900000302,document
DOC:fraud_1:90000392,document
DOC:fraud_1:90000393,document
DOC:fraud_1:4900000303,document
DOC:fraud_1:90000394,document
DOC:fraud_1:90000395,document
DOC:fraud_1:90000396,document
DOC:fraud_1:4900000304,document
DOC:fraud_1:4900000305,document
DOC:fraud_1:90000397,document
DOC:fraud_1:90000398,document
DOC:fraud_1:4900000306,document
DOC:fraud_1:90000399,document
DOC:fraud_1:4900000307,document
DOC:fraud_1:90000400,document
DOC:fraud_1:4900000308,document
DOC:fraud_1:90000401,document
DOC:fraud_1:4900000309,document
DOC:fraud_1:90000402,document
DOC:fraud_1:4900000310,document
DOC:fraud_1:90000403,document
DOC:fraud_1:90000404,document
DOC:fraud_1:4900000311,document
DOC:fraud_1:90000405,document
DOC:fraud_1:4900000312,document
DOC:fraud_1:90000406,document
DOC:fraud_1:4900000313,document
DOC:fraud_1:90000407,document
DOC:fraud_1:4900000314,document
DOC:fraud_1:90000408,document
DOC:fraud_1:4900000315,document
DOC:fraud_1:90000409,document
DOC:fraud_1:4900000316,document
DOC:fraud_1:4900000317,document
DOC:fraud_1:90000410,document
DOC:fraud_1:90000411,document
DOC:fraud_1:1400000046,document
DOC:fraud_1:1400000047,document
DOC:fraud_1:1400000048,document
DOC:fraud_1:1400000049,document
DOC:fraud_1:1400000050,document
DOC:fraud_1:1400000051,document
DOC:fraud_1:1400000052,document
DOC:fraud_1:5000000013,document
DOC:fraud_1:5100000013,document
DOC:fraud_1:100000023,document
DOC:fraud_1:100000024,document
DOC:fraud_1:100000025,document
DOC:fraud_1:100000026,document
DOC:fraud_1:100000027,document
DOC:fraud_1:1400000053,document
DOC:fraud_1:4900000318,document
DOC:fraud_1:4900000319,document
DOC:fraud_1:100000028,document
DOC:fraud_1:4900000320,document
DOC:fraud_1:90000412,document
DOC:fraud_1:4900000321,document
DOC:fraud_1:90000413,document
DOC:fraud_1:90000414,document
