TX_ID,ALERT_TYPE
130267,mule_fanin
130338,laundering_cycle
130390,laundering_cycle
130537,laundering_cycle
130601,laundering_cycle
130776,laundering_cycle
131598,laundering_cycle
131636,mule_fanin
131938,laundering_cycle
132007,laundering_cycle
133053,laundering_cycle
133451,mule_fanin
133852,larceny
133855,laundering_cycle
135194,laundering_cycle
135654,laundering_cycle
136026,mule_fanin
136304,mule_fanin
136367,mule_fanin
136393,mule_fanin
137092,laundering_cycle
137199,laundering_cycle
137298,mule_fanin
137752,laundering_cycle
138310,laundering_cycle
138522,mule_fanin
138636,mule_fanin
139604,mule_fanin
139691,mule_fanin
139700,mule_fanin
139713,laundering_cycle
139754,mule_fanin
140054,mule_fanin
140286,laundering_cycle
140794,mule_fanin
141368,lapping
141524,laundering_cycle
142084,lapping
142253,laundering_cycle
142430,laundering_cycle
142580,mule_fanin
142723,laundering_cycle
142729,mule_fanin
142750,laundering_cycle
142760,mule_fanin
142902,laundering_cycle
143443,mule_fanin
143660,laundering_cycle
143670,laundering_cycle
143813,lapping
143853,laundering_cycle
143869,laundering_cycle
144100,mule_fanin
144459,invoice_kickback
144492,laundering_cycle
144729,laundering_cycle
144791,laundering_cycle
145245,mule_fanin
145576,laundering_cycle
145725,mule_fanin
145760,laundering_cycle
146713,laundering_cycle
146715,laundering_cycle
146763,lapping
146826,laundering_cycle
146892,laundering_cycle
146952,laundering_cycle
146962,laundering_cycle
146993,laundering_cycle
147177,lapping
147333,laundering_cycle
147411,laundering_cycle
147792,mule_fanin
147970,laundering_cycle
148220,laundering_cycle
148918,mule_fanin
149293,mule_fanin
149440,lapping
149464,laundering_cycle
149573,mule_fanin
149594,mule_fanin
149742,invoice_kickback
149856,mule_fanin
150005,laundering_cycle
150030,mule_fanin
150065,mule_fanin
150071,laundering_cycle
150073,mule_fanin
150088,laundering_cycle
151639,laundering_cycle
151726,mule_fanin
151885,laundering_cycle
152086,mule_fanin
152297,laundering_cycle
152519,lapping
152545,mule_fanin
152730,laundering_cycle
152823,mule_fanin
153485,mule_fanin
153758,mule_fanin
153782,mule_fanin
153786,laundering_cycle
154399,mule_fanin
155902,laundering_cycle
157934,mule_fanin
158197,lapping
158766,mule_fanin
158780,mule_fanin
159027,mule_fanin
159318,mule_fanin
159413,laundering_cycle
159643,mule_fanin
159725,mule_fanin
160302,lapping
160442,mule_fanin
160992,mule_fanin
161261,laundering_cycle
161283,laundering_cycle
161358,laundering_cycle
161456,lapping
161682,mule_fanin
161766,lapping
161850,laundering_cycle
162139,larceny
162382,mule_fanin
162860,laundering_cycle
163145,laundering_cycle
163458,mule_fanin
163596,mule_fanin
164276,mule_fanin
164431,laundering_cycle
164456,mule_fanin
164531,mule_fanin
164631,mule_fanin
164734,mule_fanin
165177,laundering_cycle
165231,lapping
165796,laundering_cycle
165808,lapping
166148,mule_fanin
166571,laundering_cycle
166698,mule_fanin
167127,mule_fanin
167221,laundering_cycle
167330,laundering_cycle
167470,laundering_cycle
167472,laundering_cycle
167497,laundering_cycle
167503,mule_fanin
167563,mule_fanin
167573,laundering_cycle
167777,laundering_cycle
167819,mule_fanin
168687,invoice_kickback
169199,mule_fanin
169200,mule_fanin
169229,laundering_cycle
169250,laundering_cycle
169503,lapping
169549,mule_fanin
169568,mule_fanin
169595,laundering_cycle
169675,laundering_cycle
169825,laundering_cycle
169992,mule_fanin
170054,mule_fanin
170074,larceny
170266,laundering_cycle
170335,lapping
170371,larceny
170430,laundering_cycle
170474,mule_fanin
170731,mule_fanin
170826,mule_fanin
170835,laundering_cycle
170838,mule_fanin
170866,laundering_cycle
171267,laundering_cycle
171657,laundering_cycle
172101,laundering_cycle
172111,laundering_cycle
172118,lapping
172634,laundering_cycle
173195,mule_fanin
173310,mule_fanin
173638,laundering_cycle
173692,laundering_cycle
173793,laundering_cycle
173824,laundering_cycle
173919,laundering_cycle
173969,laundering_cycle
173984,laundering_cycle
174242,laundering_cycle
175543,laundering_cycle
175661,lapping
175851,laundering_cycle
177119,mule_fanin
177373,mule_fanin
177375,laundering_cycle
177689,mule_fanin
177776,invoice_kickback
177843,mule_fanin
178708,mule_fanin
178980,mule_fanin
179038,lapping
179271,mule_fanin
179393,laundering_cycle
179671,invoice_kickback
179834,laundering_cycle
179893,mule_fanin
180508,laundering_cycle
180560,laundering_cycle
180575,mule_fanin
180584,laundering_cycle
180599,laundering_cycle
180621,mule_fanin
180633,laundering_cycle
180652,laundering_cycle
180859,mule_fanin
180891,mule_fanin
180970,mule_fanin
181262,mule_fanin
181449,mule_fanin
181833,lapping
182017,laundering_cycle
182764,mule_fanin
183645,mule_fanin
183802,lapping
184063,lapping
184964,invoice_kickback
185079,lapping
185283,mule_fanin
185558,mule_fanin
185622,mule_fanin
185975,mule_fanin
186673,mule_fanin
186695,mule_fanin
186720,mule_fanin
186775,mule_fanin
186830,mule_fanin
186921,laundering_cycle
186982,laundering_cycle
187041,mule_fanin
187653,lapping
187800,mule_fanin
187989,lapping
188039,mule_fanin
188057,mule_fanin
188392,mule_fanin
188398,mule_fanin
188405,mule_fanin
188557,mule_fanin
188597,invoice_kickback
188609,lapping
189143,laundering_cycle
189254,laundering_cycle
189328,mule_fanin
189405,larceny
189420,mule_fanin
189740,laundering_cycle
189778,mule_fanin
189783,laundering_cycle
189803,mule_fanin
189834,mule_fanin
189848,mule_fanin
189940,mule_fanin
190083,laundering_cycle
190087,mule_fanin
190249,laundering_cycle
190534,mule_fanin
190587,laundering_cycle
190978,lapping
191060,mule_fanin
191124,lapping
191230,larceny
191596,laundering_cycle
191995,mule_fanin
192412,mule_fanin
192590,mule_fanin
192594,mule_fanin
192750,mule_fanin
192932,mule_fanin
192933,mule_fanin
192959,mule_fanin
193438,mule_fanin
193453,mule_fanin
193460,mule_fanin
193461,larceny
193906,lapping
194058,mule_fanin
194115,mule_fanin
194221,mule_fanin
194411,mule_fanin
195352,mule_fanin
195408,mule_fanin
195530,mule_fanin
195778,mule_fanin
195839,mule_fanin
195896,mule_fanin
195924,mule_fanin
196002,mule_fanin
196005,mule_fanin
196014,mule_fanin
196018,mule_fanin
196027,mule_fanin
196039,laundering_cycle
196042,mule_fanin
196083,laundering_cycle
196317,mule_fanin
197087,mule_fanin
197270,mule_fanin
197589,mule_fanin
197762,mule_fanin
197798,mule_fanin
197869,mule_fanin
197904,lapping
197915,mule_fanin
197927,mule_fanin
197972,lapping
198017,mule_fanin
198645,mule_fanin
198669,mule_fanin
198934,mule_fanin
199048,mule_fanin
199277,mule_fanin
199310,mule_fanin
199314,mule_fanin
199316,mule_fanin
199330,laundering_cycle
199336,mule_fanin
199337,mule_fanin
199339,mule_fanin
199502,mule_fanin
199703,mule_fanin
200113,lapping
200280,mule_fanin
200464,mule_fanin
200740,mule_fanin
200897,mule_fanin
201448,lapping
201500,mule_fanin
201748,mule_fanin
201875,mule_fanin
202037,mule_fanin
202169,mule_fanin
202242,invoice_kickback
202265,mule_fanin
202373,mule_fanin
202380,mule_fanin
202381,laundering_cycle
202393,mule_fanin
202406,mule_fanin
202424,mule_fanin
202425,mule_fanin
202446,mule_fanin
202564,mule_fanin
202663,mule_fanin
202784,laundering_cycle
202814,mule_fanin
202820,mule_fanin
202871,lapping
203013,mule_fanin
203065,mule_fanin
203166,laundering_cycle
203380,larceny
203553,mule_fanin
203576,mule_fanin
204081,mule_fanin
204120,laundering_cycle
204201,laundering_cycle
204550,mule_fanin
204824,mule_fanin
204918,mule_fanin
204935,mule_fanin
204997,mule_fanin
205049,mule_fanin
205492,mule_fanin
205495,mule_fanin
205498,mule_fanin
205518,mule_fanin
205535,mule_fanin
205538,mule_fanin
205546,mule_fanin
205687,mule_fanin
205698,mule_fanin
205842,lapping
205891,mule_fanin
206295,mule_fanin
206486,mule_fanin
206750,laundering_cycle
206846,lapping
206871,invoice_kickback
206890,mule_fanin
206940,lapping
207030,laundering_cycle
207225,laundering_cycle
207233,mule_fanin
207239,laundering_cycle
207281,mule_fanin
207286,mule_fanin
207293,mule_fanin
207299,mule_fanin
207301,mule_fanin
207588,mule_fanin
207590,mule_fanin
207634,mule_fanin
207772,lapping
207902,laundering_cycle
207930,mule_fanin
207985,invoice_kickback
208328,laundering_cycle
208534,mule_fanin
208537,laundering_cycle
208764,mule_fanin
208807,laundering_cycle
208821,mule_fanin
208897,mule_fanin
208904,laundering_cycle
208926,laundering_cycle
209101,mule_fanin
209222,mule_fanin
209355,mule_fanin
209463,mule_fanin
209613,mule_fanin
209853,mule_fanin
210743,mule_fanin
211084,lapping
211414,mule_fanin
211637,invoice_kickback
211688,mule_fanin
211814,mule_fanin
211825,laundering_cycle
211928,mule_fanin
211986,mule_fanin
211998,mule_fanin
212017,laundering_cycle
212047,mule_fanin
212054,mule_fanin
212248,lapping
212718,mule_fanin
213259,lapping
213564,laundering_cycle
213967,mule_fanin
214056,mule_fanin
215058,mule_fanin
215204,mule_fanin
215207,mule_fanin
215400,mule_fanin
215893,laundering_cycle
216041,mule_fanin
216396,lapping
216677,laundering_cycle
216736,mule_fanin
216967,mule_fanin
217225,mule_fanin
217424,mule_fanin
217473,mule_fanin
217511,mule_fanin
218014,mule_fanin
218132,mule_fanin
218527,mule_fanin
218605,mule_fanin
218912,mule_fanin
219613,mule_fanin
219653,invoice_kickback
219685,mule_fanin
219940,mule_fanin
219991,mule_fanin
220041,larceny
220087,lapping
220295,lapping
220382,lapping
220465,lapping
220556,mule_fanin
220580,mule_fanin
220626,mule_fanin
220846,mule_fanin
220941,mule_fanin
220952,mule_fanin
221013,mule_fanin
221319,mule_fanin
221413,mule_fanin
221565,mule_fanin
221650,mule_fanin
221658,mule_fanin
221701,invoice_kickback
221876,mule_fanin
221917,mule_fanin
221981,mule_fanin
222016,mule_fanin
222153,mule_fanin
222207,laundering_cycle
222804,mule_fanin
223023,mule_fanin
223027,laundering_cycle
223619,mule_fanin
223934,lapping
224298,mule_fanin
224305,mule_fanin
224452,laundering_cycle
224563,mule_fanin
224588,mule_fanin
224636,laundering_cycle
224681,mule_fanin
224684,mule_fanin
224690,laundering_cycle
224693,mule_fanin
224877,lapping
224995,larceny
225019,lapping
225031,lapping
225239,laundering_cycle
225837,laundering_cycle
225890,laundering_cycle
225920,mule_fanin
226099,lapping
226282,mule_fanin
226329,mule_fanin
226359,mule_fanin
226418,invoice_kickback
226569,mule_fanin
226582,laundering_cycle
226623,mule_fanin
226773,larceny
226809,mule_fanin
226832,mule_fanin
227018,invoice_kickback
227072,lapping
227084,mule_fanin
227179,mule_fanin
227360,mule_fanin
227399,laundering_cycle
227550,mule_fanin
227603,mule_fanin
227671,mule_fanin
227673,mule_fanin
227783,laundering_cycle
227807,mule_fanin
227817,mule_fanin
227885,mule_fanin
227887,mule_fanin
227910,laundering_cycle
228736,mule_fanin
229516,invoice_kickback
229600,lapping
229612,mule_fanin
229720,mule_fanin
229879,mule_fanin
229965,mule_fanin
229999,mule_fanin
230115,lapping
230217,mule_fanin
230257,lapping
230767,lapping
231125,mule_fanin
231319,invoice_kickback
231492,mule_fanin
231739,mule_fanin
231844,mule_fanin
231853,mule_fanin
231890,mule_fanin
232144,mule_fanin
232594,mule_fanin
232790,lapping
233919,mule_fanin
234080,mule_fanin
234092,lapping
234429,invoice_kickback
234438,mule_fanin
234783,laundering_cycle
235274,laundering_cycle
235304,laundering_cycle
235582,invoice_kickback
235993,mule_fanin
236136,mule_fanin
236148,laundering_cycle
236173,laundering_cycle
236357,larceny
236497,larceny
236703,mule_fanin
236721,laundering_cycle
237372,mule_fanin
237575,invoice_kickback
237886,larceny
237905,mule_fanin
238046,mule_fanin
238911,invoice_kickback
239374,mule_fanin
240086,mule_fanin
240661,mule_fanin
240662,lapping
240738,mule_fanin
240958,mule_fanin
241529,invoice_kickback
242145,mule_fanin
242643,mule_fanin
242753,mule_fanin
242885,mule_fanin
243846,mule_fanin
244125,mule_fanin
244692,mule_fanin
246245,mule_fanin
246490,mule_fanin
246591,mule_fanin
246595,lapping
246610,invoice_kickback
246716,larceny
246722,lapping
246911,invoice_kickback
246958,laundering_cycle
247079,mule_fanin
247152,mule_fanin
247161,mule_fanin
247995,mule_fanin
248039,mule_fanin
248182,mule_fanin
248192,mule_fanin
248199,invoice_kickback
248202,mule_fanin
248210,mule_fanin
248285,lapping
248605,mule_fanin
248700,invoice_kickback
248718,lapping
249082,lapping
249290,lapping
249550,mule_fanin
250454,lapping
250561,laundering_cycle
250574,lapping
250955,mule_fanin
251016,lapping
251480,laundering_cycle
251733,lapping
251887,laundering_cycle
252187,mule_fanin
252615,laundering_cycle
252849,mule_fanin
252933,mule_fanin
252941,mule_fanin
252992,mule_fanin
253321,mule_fanin
253557,larceny
253629,laundering_cycle
253942,laundering_cycle
254024,laundering_cycle
254114,laundering_cycle
254155,mule_fanin
254357,lapping
254366,lapping
254395,laundering_cycle
255392,mule_fanin
255773,mule_fanin
256160,mule_fanin
256171,laundering_cycle
256177,mule_fanin
257053,invoice_kickback
257239,mule_fanin
257565,larceny
257894,lapping
258806,mule_fanin
258934,laundering_cycle
259016,mule_fanin
259525,laundering_cycle
260051,lapping
260210,lapping
260354,mule_fanin
260611,invoice_kickback
260761,mule_fanin
260779,laundering_cycle
261192,laundering_cycle
261308,laundering_cycle
261338,laundering_cycle
261473,mule_fanin
262154,laundering_cycle
262198,mule_fanin
262716,mule_fanin
262753,mule_fanin
263304,larceny
263418,lapping
263655,lapping
263672,mule_fanin
264033,lapping
264292,lapping
264465,invoice_kickback
264557,laundering_cycle
264623,laundering_cycle
264811,laundering_cycle
264846,lapping
264930,lapping
265771,mule_fanin
266031,laundering_cycle
266198,invoice_kickback
266292,mule_fanin
266564,laundering_cycle
266747,laundering_cycle
266982,invoice_kickback
267026,laundering_cycle
267043,laundering_cycle
267260,laundering_cycle
267464,mule_fanin
267527,mule_fanin
267577,laundering_cycle
267617,mule_fanin
267826,mule_fanin
267840,mule_fanin
267877,laundering_cycle
267935,laundering_cycle
268156,laundering_cycle
268650,laundering_cycle
268712,invoice_kickback
268745,laundering_cycle
269072,laundering_cycle
269077,laundering_cycle
269083,laundering_cycle
269121,laundering_cycle
269209,laundering_cycle
269379,laundering_cycle
270067,laundering_cycle
270155,laundering_cycle
270282,laundering_cycle
270606,laundering_cycle
270679,mule_fanin
270948,mule_fanin
272298,mule_fanin
272348,laundering_cycle
272377,laundering_cycle
272612,larceny
272990,laundering_cycle
273388,larceny
274738,mule_fanin
274855,mule_fanin
275124,mule_fanin
275398,mule_fanin
275545,mule_fanin
275546,laundering_cycle
275567,laundering_cycle
275597,laundering_cycle
275734,laundering_cycle
275845,invoice_kickback
276742,lapping
277131,laundering_cycle
277301,mule_fanin
277512,mule_fanin
277869,mule_fanin
277877,mule_fanin
277957,mule_fanin
278497,laundering_cycle
278835,laundering_cycle
278868,invoice_kickback
278989,mule_fanin
279064,laundering_cycle
280116,mule_fanin
280158,larceny
280502,laundering_cycle
280756,lapping
280987,mule_fanin
281047,lapping
281063,laundering_cycle
281287,laundering_cycle
281877,mule_fanin
281913,laundering_cycle
281952,laundering_cycle
281992,mule_fanin
282000,mule_fanin
282017,mule_fanin
282054,mule_fanin
282072,mule_fanin
282101,laundering_cycle
282233,mule_fanin
282422,mule_fanin
282463,invoice_kickback
282633,laundering_cycle
282693,laundering_cycle
282701,laundering_cycle
282853,mule_fanin
282877,laundering_cycle
282928,mule_fanin
283183,lapping
283700,laundering_cycle
284020,mule_fanin
284081,mule_fanin
284280,invoice_kickback
285057,laundering_cycle
285231,laundering_cycle
285255,mule_fanin
285256,mule_fanin
285266,mule_fanin
285268,invoice_kickback
285391,laundering_cycle
285453,laundering_cycle
285497,laundering_cycle
285518,laundering_cycle
285706,laundering_cycle
285888,larceny
285933,mule_fanin
286246,mule_fanin
286588,mule_fanin
286615,lapping
286961,mule_fanin
286968,mule_fanin
286976,laundering_cycle
287069,laundering_cycle
287070,laundering_cycle
287075,mule_fanin
287090,mule_fanin
287103,laundering_cycle
287105,laundering_cycle
287114,mule_fanin
287354,mule_fanin
287387,larceny
287391,laundering_cycle
287465,lapping
287816,laundering_cycle
288105,laundering_cycle
288128,mule_fanin
288608,mule_fanin
288987,invoice_kickback
289152,lapping
289178,laundering_cycle
290336,invoice_kickback
290565,lapping
290808,lapping
291398,mule_fanin
291963,mule_fanin
291979,laundering_cycle
291993,mule_fanin
292000,invoice_kickback
292002,mule_fanin
292013,laundering_cycle
292045,invoice_kickback
292054,laundering_cycle
292473,lapping
292498,laundering_cycle
292531,laundering_cycle
292536,laundering_cycle
292564,mule_fanin
293027,laundering_cycle
293234,laundering_cycle
293684,laundering_cycle
294754,mule_fanin
295179,mule_fanin
295597,larceny
295723,laundering_cycle
295982,larceny
296008,laundering_cycle
296260,mule_fanin
296286,laundering_cycle
296400,laundering_cycle
296672,lapping
296895,laundering_cycle
297031,lapping
297155,mule_fanin
297547,invoice_kickback
297658,lapping
297859,laundering_cycle
298212,mule_fanin
298354,mule_fanin
298765,mule_fanin
298813,laundering_cycle
298837,laundering_cycle
299060,invoice_kickback
299183,laundering_cycle
299526,laundering_cycle
300199,laundering_cycle
300427,mule_fanin
300722,larceny
301099,mule_fanin
301188,lapping
301864,mule_fanin
302468,larceny
302473,laundering_cycle
302567,mule_fanin
302582,laundering_cycle
302967,laundering_cycle
302996,invoice_kickback
303653,laundering_cycle
303765,laundering_cycle
303873,laundering_cycle
304023,mule_fanin
304198,laundering_cycle
304209,laundering_cycle
304306,larceny
304532,laundering_cycle
304595,laundering_cycle
304660,mule_fanin
304741,mule_fanin
304760,laundering_cycle
305083,laundering_cycle
305095,laundering_cycle
305100,laundering_cycle
305110,laundering_cycle
305113,laundering_cycle
305118,laundering_cycle
305126,laundering_cycle
305323,laundering_cycle
305878,laundering_cycle
306132,laundering_cycle
306233,lapping
306255,mule_fanin
306540,mule_fanin
306864,mule_fanin
306879,laundering_cycle
307052,laundering_cycle
307136,invoice_kickback
307199,larceny
307396,laundering_cycle
307472,laundering_cycle
307716,invoice_kickback
307742,mule_fanin
308295,mule_fanin
308315,laundering_cycle
308372,laundering_cycle
308403,mule_fanin
308421,mule_fanin
308435,laundering_cycle
308580,mule_fanin
308768,mule_fanin
308835,lapping
308905,mule_fanin
309318,mule_fanin
309639,mule_fanin
309900,invoice_kickback
310277,mule_fanin
310460,lapping
310489,laundering_cycle
311064,mule_fanin
311321,invoice_kickback
311635,laundering_cycle
311649,mule_fanin
311680,laundering_cycle
311693,mule_fanin
311711,mule_fanin
311907,mule_fanin
312417,invoice_kickback
312543,invoice_kickback
312628,larceny
312759,mule_fanin
312912,mule_fanin
313856,lapping
314566,mule_fanin
315379,mule_fanin
315976,mule_fanin
316170,lapping
316420,laundering_cycle
316707,laundering_cycle
318098,mule_fanin
318255,mule_fanin
318969,mule_fanin
318986,mule_fanin
319003,mule_fanin
319013,mule_fanin
319601,invoice_kickback
319639,laundering_cycle
319823,laundering_cycle
320232,larceny
320457,mule_fanin
322497,mule_fanin
323499,mule_fanin
323899,laundering_cycle
324021,mule_fanin
325801,invoice_kickback
325808,laundering_cycle
325841,mule_fanin
325960,invoice_kickback
326245,mule_fanin
326324,laundering_cycle
326785,laundering_cycle
327100,mule_fanin
327399,mule_fanin
327617,mule_fanin
327696,laundering_cycle
327782,mule_fanin
327802,lapping
328051,mule_fanin
328472,laundering_cycle
328512,laundering_cycle
328718,mule_fanin
328776,laundering_cycle
